id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
57Qgl9saFjjlwllMD8gITb,0.529,0.94,1,-4.294,1,0.119,0.0166,0.0,0.456,0.243,170.068,231667
0aWABDktvErsSRKh8JK07R,0.637,0.848,11,-6.226,1,0.0411,0.0245,0.0,0.0424,0.563,136.001,122179
3S3AGAoZ3kIjkiesjqmxcF,0.741,0.896,2,-7.514,1,0.0602,7.73e-05,0.742,0.487,0.914,145.019,269793
2SdF9IBW2NJ7ZYO3imqVnT,0.643,0.305,1,-12.841,1,0.486,0.482,0.0,0.664,0.482,102.245,85613
6lCzAcWezcMroTYV4nZgDQ,0.703,0.404,1,-12.828,0,0.362,0.00251,0.0,0.126,0.256,75.524,200773
16PwJffEjvS0WjbaG92ScL,0.609,0.576,1,-9.992,1,0.45,0.119,0.0076,0.1,0.527,163.817,159147
5QzQJsLlFqpF9Bo6ap9LUe,0.662,0.864,11,-7.697,1,0.275,0.201,0.000413,0.465,0.505,169.792,146824
1Igy3egsujfV4WphlW0B7K,0.334,0.964,2,-3.779,1,0.172,0.0472,0.00249,0.323,0.232,142.75,270867
48aeM2uXRzERwpVreuDfgx,0.424,0.967,11,-2.861,0,0.06,0.00589,0.000941,0.139,0.386,149.591,195707
6YXsLokYUPy8vuKYHYNkzl,0.474,0.961,11,-5.555,1,0.085,0.223,0.000788,0.426,0.354,105.241,232267
5P1xoG6d717amdXNtciL0W,0.509,0.466,1,-11.896,1,0.0914,0.023,0.798,0.348,0.0564,97.952,216224
3ntABAdew36TDaGrRc2qVn,0.775,0.532,1,-9.259,1,0.07,0.00259,0.00288,0.325,0.246,120.071,139000
1Jb3aEr9uqkxTdImiwIScI,0.865,0.474,1,-9.166,1,0.293,0.0428,0.0114,0.14,0.306,106.025,139180
6Qq5BKqusx4fCW9XedfE59,0.822,0.508,9,-8.784,0,0.0977,0.000331,0.00593,0.119,0.855,136.037,104118
2MOZ9FONn9qK59kwxUhxxZ,0.754,0.857,7,-8.696,1,0.144,0.0283,0.108,0.0396,0.96,160.031,126566
0YAQf04xIMNHngFbQjXUsy,0.878,0.814,10,-6.752,0,0.115,0.0331,1.02e-05,0.291,0.924,124.024,89200
0szPyERyieVe2ivJTLMJFW,0.493,0.927,2,-3.246,1,0.0576,1.26e-05,3.66e-06,0.246,0.312,102.536,213192
5RkopTOlz5MHulrlykFURX,0.358,0.91,7,-2.487,1,0.125,2.18e-05,0.0,0.264,0.728,199.955,188155
0Ej3228AbSquN7fxkwgTJf,0.511,0.876,2,-2.555,1,0.0431,1.96e-05,7.35e-06,0.077,0.682,92.467,138461
28K8GaEFPPUK2mlqkMxVYY,0.808,0.739,4,-5.444,1,0.32,0.119,0.0,0.765,0.823,155.1,117677
323pmxZ4FNOY4OuIFM1X5s,0.797,0.696,9,-7.374,0,0.0863,0.0193,0.208,0.23,0.823,110.952,134905
2fcsmH8Pb2gCa3WHWPwQkB,0.783,0.972,6,-6.659,0,0.126,0.129,0.00583,0.125,0.259,153.977,140260
0hL9gOw6XBWsygEUcVjxEc,0.608,0.754,8,-5.277,1,0.0719,0.0305,0.0,0.119,0.455,97.071,222085
1PH2MDbcBAU094DlgTIND1,0.657,0.553,10,-7.08,0,0.0394,0.254,0.0,0.129,0.576,134.925,184889
3KCNiDi9Pza6ZD8FggNoaw,0.517,0.539,9,-6.474,0,0.038,0.000564,1.4e-05,0.537,0.531,108.984,255413
23d8v6tU6lR77pFKsApMtF,0.529,0.711,11,-5.016,0,0.0669,0.572,0.0,0.0799,0.582,170.305,379059
4MjDJD8cW7iVeWInc2Bdyj,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,267194
3nNmRE0DxHC6ZaKkrpUumS,0.847,0.724,1,-5.41,1,0.298,0.0869,1.11e-06,0.118,0.396,94.601,216328
7y3GyT2J7tcqZKb5ND4BAP,0.468,0.704,0,-7.122,0,0.0581,0.887,0.0,0.427,0.802,60.822,65106
64Gag4P7kkhhHRRj3w9pvQ,0.619,0.808,1,-4.965,1,0.284,0.448,0.0,0.361,0.65,84.846,214588
4sblqX31CbhXao931HDudr,0.856,0.628,9,-4.713,0,0.0516,0.12,0.000115,0.146,0.844,120.023,177500
1Z0k8edcrSSAzJPTH3UsMS,0.512,0.899,10,-4.924,0,0.351,0.629,0.0,0.224,0.762,89.915,420614
7qCmHHeIOth1iHlm7IwYkm,0.439,0.831,6,-6.375,1,0.433,0.424,0.000358,0.127,0.462,129.671,191125
3pvKYDXBqORugx13kU3zv6,0.608,0.68,9,-5.547,1,0.263,0.135,3.27e-06,0.23,0.445,86.311,166225
7h02U5HuG4u2AdAvCuKHEn,0.652,0.788,9,-5.556,1,0.25,0.219,0.0,0.528,0.801,146.892,124187
5Drb8T3E91qPZgtZqFJAXn,0.838,0.909,11,-5.019,0,0.325,0.194,0.0,0.334,0.933,112.831,167088
7jNBvVX1nYnR1HoMiwMG4O,0.658,0.709,5,-4.534,0,0.272,0.263,0.0,0.11,0.612,164.222,229825
2j7kOecOIn93w0mNCzHvfk,0.623,0.816,6,-4.112,1,0.0626,0.285,0.00241,0.208,0.878,195.095,159295
5xMw6qCcpd2gBXPGTegC4W,0.507,0.657,7,-7.356,0,0.233,0.669,6.97e-06,0.0947,0.506,119.159,117773
3OHfY25tqY28d16oZczHc8,0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,153947
6eT2V7nKXyMf47TwPbtgAD,0.651,0.647,1,-5.415,1,0.0654,0.437,0.175,0.205,0.345,152.069,203733
48axtMZydYc4As6TTRIHne,0.805,0.805,1,-4.776,1,0.204,0.2,0.0,0.409,0.758,137.969,171781
4wl5EEizeHB7hYHXrhrc3d,0.692,0.664,2,-7.977,1,0.0621,0.127,1.03e-06,0.302,0.269,130.136,184764
6ztQb77V2wIVnuezpPHx6j,0.697,0.852,1,-3.877,1,0.268,0.142,0.0,0.156,0.604,109.495,174545
0RwKY0VsFDGmZYjO8KniOT,0.733,0.765,9,-8.928,0,0.159,0.00871,2.53e-06,0.203,0.398,114.035,185263
01yPIy6YItOhGeVv3xqrlW,0.447,0.703,3,-4.693,0,0.0552,0.0218,0.0,0.122,0.625,139.162,134000
2YLgivZUK6X50QtopYr1sK,0.679,0.615,1,-2.754,0,0.0851,0.451,0.0,0.109,0.367,84.49,302485
57q6BgYP4gN6hPQViCB3um,0.655,0.869,1,-4.342,0,0.212,0.141,2.32e-05,0.312,0.0818,135.809,140133
3oHkMCVJyOcjg5FhfLc2Rq,0.428,0.754,5,-6.416,0,0.179,0.3,0.0,0.136,0.394,125.948,315773
52eYVUkFTOVozbVFIaFrnV,0.512,0.783,1,-4.013,1,0.269,0.139,0.0,0.0831,0.33,69.88,208373
64AFaYBDp89extHpLR39Bk,0.43,0.918,7,-3.798,1,0.0394,0.00072,6.16e-06,0.0701,0.406,144.135,205947
1qXzh6ir6gviByVmMePzqt,0.397,0.929,8,-3.888,1,0.0583,0.000272,0.00474,0.0784,0.672,170.52,189160
0gyqfFBeBVMNxE4RDfazbq,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.197,0.601,126.116,177827
14EEoqEWJobTH32ORfQq0H,0.24,0.496,3,-10.943,1,0.0426,0.843,0.000406,0.0903,0.368,170.69,247880
2Pnsm3hJtTb43aPPSPCtGU,0.515,0.486,6,-6.945,1,0.0336,0.6,1.26e-06,0.329,0.344,71.962,256987
5Ff3Trj79m5J5LfFGENK0X,0.586,0.573,4,-7.791,1,0.0303,0.591,2.77e-06,0.213,0.651,130.078,205613
5tG3SSYVdaUhayj4lTN7ou,0.688,0.675,9,-7.405,1,0.0447,0.0858,0.0,0.271,0.581,127.46,214147
2U5nSTWTAPh4fQBRl66ikr,0.582,0.909,4,-5.928,0,0.0564,0.0585,0.0,0.226,0.634,134.039,240747
2WSmg15rthRjoHEWwHJ0kg,0.661,0.747,5,-6.464,0,0.0378,0.0175,0.0146,0.0797,0.946,142.996,212613
2910bdxcZoFDyIP1RVtlW3,0.402,0.363,7,-9.862,1,0.102,0.0213,0.269,0.0961,0.332,184.185,95000
0EwmL7907XaZyoOm9Q8iSg,0.662,0.722,8,-10.444,1,0.0685,0.00152,0.596,0.446,0.325,130.056,186466
56zZPmDs2BTLPpPn654je1,0.843,0.868,9,-5.032,1,0.123,0.0391,0.437,0.11,0.138,130.004,156462
0qTRXaX6tHYqgtvNLLgSeT,0.469,0.908,10,-3.494,1,0.0624,0.0189,0.0,0.246,0.794,171.472,167066
0QVIJHC3becmpDazh0QOwj,0.407,0.96,2,-3.338,1,0.181,0.00027,1.1e-06,0.275,0.477,173.846,207976
4W10gOMjBadPZMkxuZKVnC,0.517,0.655,7,-7.461,1,0.0265,0.117,0.000129,0.122,0.329,66.87,210866
5LYMamLv12UPbemOaTPyeV,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,193813
1qEmFfgcLObUfQm0j1W2CK,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955
4j6kId9QIqhoXvqHKgSKa0,0.645,0.721,5,-4.394,1,0.0336,0.357,0.143,0.204,0.88,182.928,191959
5367Vj9YTGVTKf5HEAiO5x,0.731,0.887,8,-5.234,1,0.0419,0.074,0.104,0.301,0.794,155.016,155613
2OXMjA7s52Ek5VQptbHbH2,0.748,0.931,8,-5.368,1,0.101,0.0414,0.292,0.0972,0.839,155.018,257032
43dypLxBZqo8KlPdsJOmwy,0.776,0.846,10,-8.005,0,0.0558,6.88e-05,0.911,0.0627,0.334,122.006,515087
75ZwwjR68apvZnNeTzBken,0.749,0.744,0,-8.497,1,0.0486,0.011,0.926,0.0796,0.0548,124.99,453110
2THUHS6EFuW3OcBBU79Fls,0.71,0.673,1,-7.384,1,0.0434,0.000192,0.914,0.11,0.652,123.989,394821
4nwibExnKohB4zPhyGEMhp,0.62,0.806,0,-6.927,1,0.0438,0.34,0.0,0.416,0.521,102.972,250487
0q1CvPwGixdl62GbJPgroY,0.407,0.822,7,-7.028,1,0.0434,0.183,4.42e-05,0.707,0.344,107.769,234439
3Z08m28Rv2B699xx5CwAt9,0.512,0.663,5,-7.45,1,0.238,0.657,0.0,0.198,0.401,110.981,267246
2zaNZhTfCmqn8YSeQyNS73,0.883,0.593,11,-8.761,1,0.071,0.0716,0.0,0.123,0.647,83.982,241560
6cdOcqRRB3eSMWqK8Mb20m,0.744,0.368,1,-6.349,1,0.0524,0.0702,0.0,0.192,0.391,84.018,241307
2f7mJfaDQ79Vg5tTxXNxaS,0.772,0.799,6,-5.562,1,0.0532,0.0484,0.0,0.203,0.723,99.957,237453
0qZ03ABKZsGbGhvh1zbbil,0.33,0.777,6,-6.316,1,0.0838,0.00315,0.00227,0.167,0.236,114.309,227478
6Pd8HUW71iIjalkxJbo8FP,0.369,0.977,7,-3.39,1,0.104,4.62e-05,0.000829,0.41,0.173,107.779,226187
3zQy3N1K8Mk5QknfFuVGNc,0.451,0.981,7,-4.208,1,0.0857,0.000294,0.0308,0.318,0.325,116.231,198067
13cI0USnl3puOPCBRFK6Xp,0.421,0.683,9,-10.267,0,0.0679,0.463,0.465,0.367,0.644,80.075,94907
09kYuK9gLUai92QYwsrU49,0.611,0.426,8,-11.773,1,0.274,0.409,3.4e-06,0.485,0.8,75.401,113187
48gtujiZ77wSZ29aWZe84V,0.47,0.5,2,-9.508,1,0.197,0.777,0.0,0.23,0.548,57.161,141187
7yuNJWggXtJYkBDptulp06,0.914,0.672,5,-6.145,0,0.262,0.0739,0.0,0.0639,0.781,101.006,153000
3iFzOktkvJZrc4ohNN7nOn,0.543,0.937,5,-2.833,0,0.0871,0.00352,7.63e-05,0.344,0.54,144.981,95548
6Bax2efgOZb7itk26348Fw,0.509,0.972,0,-2.501,0,0.0554,0.0114,0.0,0.332,0.522,96.567,205851
2iGPVJkrPXCOpBF42lMtn9,0.553,0.902,8,-3.097,1,0.0575,0.00604,2.08e-05,0.287,0.482,91.014,186455
7JBzBWB5wn9OBTBRYvBuY2,0.842,0.592,9,-9.365,0,0.0758,0.0762,0.000116,0.0971,0.311,107.992,128889
4klnaLuDJiPHORpPbLgV8i,0.548,0.463,11,-9.774,1,0.0961,0.638,0.269,0.35,0.0654,119.893,270693
2KeervrpcoVqDl9pKwssT4,0.512,0.607,9,-8.583,1,0.223,0.629,0.000136,0.105,0.475,187.599,227075
53HNv3CjVpKkvhpouB26o6,0.747,0.479,5,-7.943,1,0.0552,0.373,0.39,0.162,0.409,139.831,125587
3H35bmW2L9i7FuuVLCDgQs,0.501,0.56,0,-10.475,0,0.0906,0.87,0.00508,0.416,0.0382,84.077,33747
202NzxsOLMmQn8HqFVzYAJ,0.524,0.877,10,-4.476,0,0.115,0.0858,0.0,0.104,0.46,83.621,119080
38npqt26gV5QJyy4sBrWWV,0.825,0.839,10,-4.339,1,0.234,0.0442,0.0,0.0872,0.622,93.067,145720
0enXWqWWeKnq6bq1IrnbBG,0.39,0.714,3,-6.615,0,0.344,0.634,2.28e-05,0.15,0.469,184.573,193868
33bplHew0IboPNVLHb6pQc,0.647,0.749,5,-3.311,0,0.0456,0.218,2.51e-06,0.083,0.809,196.035,172536
3EvIW2rx7uL8KsdK82d2eX,0.765,0.652,11,-5.358,1,0.136,0.263,0.0,0.108,0.57,94.957,161944
6tJtl8IY3N7dBJ80PSeswu,0.525,0.656,4,-5.737,1,0.0294,0.221,0.0,0.318,0.434,151.093,261060
65aqwAYrWYPVftgfV1xEz1,0.568,0.532,2,-6.19,1,0.025,0.0438,0.0,0.085,0.423,92.505,252910
1xatXm1qIuJ611sUj554pi,0.565,0.515,4,-6.753,1,0.0258,0.162,0.0,0.0941,0.431,149.029,210000
4FcMQLQfI4uRJkor8f52TV,0.516,0.805,2,-8.72,0,0.122,0.352,0.0,0.356,0.669,79.958,256244
4XvaKOhsp93IGWalpiGu5R,0.508,0.82,0,-10.032,1,0.539,0.651,0.0,0.911,0.686,79.486,100726
398gjSQs9VZ4fqr2CUGAS4,0.445,0.623,5,-9.388,1,0.0646,0.086,3.67e-06,0.688,0.244,72.268,25926
1bDbXMyjaUIooNwFE9wn0N,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360
46s57QULU02Voy0Kup6UEb,0.908,0.546,8,-10.491,0,0.323,0.0127,0.0,0.0707,0.225,131.016,170502
34tz0eDhGuFErIuW3q4mPX,0.841,0.358,9,-8.368,1,0.591,0.0201,0.0,0.39,0.329,158.014,261544
5qaPCKeQjM0G29ieyVhfVc,0.674,0.906,7,-6.445,1,0.198,0.0552,0.0,0.325,0.703,95.996,200400
5Q4KeLNLbCHE569UOnUwVN,0.531,0.812,6,-5.335,1,0.292,0.13,0.0,0.0473,0.696,95.256,186947
6Hb22ebEgyl2PJCiXu4biR,0.547,0.676,1,-9.614,1,0.516,0.0571,0.0,0.109,0.482,173.839,184138
1gRtWMQxuKeegHk3KXUS5q,0.752,0.818,11,-4.291,0,0.0777,0.0433,0.458,0.0695,0.571,144.068,243818
0KRpbRMxTw9YwqA2cNQcqe,0.747,0.945,9,-6.372,0,0.0703,0.247,0.845,0.0939,0.541,154.984,274364
03G7QPASkKCKo4AOe5g6HG,0.55,0.996,1,-5.614,1,0.0717,9.9e-05,0.918,0.0959,0.177,145.008,398182
6Z86Rtd0GGaeM9iwWM0Qpu,0.8,0.98,4,-7.516,0,0.059,0.000675,0.856,0.147,0.0369,120.003,844000
35sYshVj2RFfgAlafnNCjX,0.437,0.842,4,-10.388,0,0.0488,0.0753,0.595,0.15,0.0607,126.01,529524
7r6FJhoG04rWgkj6ebkt5l,0.753,0.583,1,-9.149,0,0.0538,0.0985,0.394,0.106,0.0379,118.002,560339
7ud0wRSgUZbDB9ddnADNPa,0.707,0.601,0,-6.029,1,0.104,0.534,8.61e-05,0.156,0.364,169.903,171997
17ZYWLYJzWV0cT1YbEB0Xn,0.743,0.625,0,-7.707,0,0.0838,0.0469,0.00113,0.164,0.342,132.898,143106
5wQ1ahVKTjtjho0lGFpa6Y,0.685,0.601,2,-8.219,0,0.075,0.21,0.000113,0.187,0.194,120.034,183161
6GVAglRJKHwuQLyBOFNQIt,0.522,0.473,1,-17.875,1,0.431,0.874,0.0,0.183,0.189,71.004,30325
1S3KbOLtL2oPSwzh0jwBCS,0.748,0.455,1,-9.315,1,0.176,0.627,1.7e-06,0.108,0.13,130.102,251077
4fQVCw6XhNflfRAWY0xJHk,0.602,0.295,6,-16.892,0,0.27,0.909,0.0,0.21,0.568,60.519,83038
6wfMtDD0kr07fsV3FAhlj5,0.299,0.294,5,-17.028,1,0.0432,0.948,0.849,0.15,0.0397,119.286,140250
0sHf9sdPj9gu6iJKE6Zzxa,0.413,0.53,1,-12.761,1,0.0513,0.0365,0.836,0.117,0.461,119.002,238761
12aLkcNGsKKRewlHH9C9hS,0.703,0.692,10,-10.051,0,0.0421,0.429,0.87,0.101,0.238,120.985,293530
0oOSfdlvRCyoiBXvLJmiIb,0.567,0.979,6,-4.969,0,0.0721,0.00381,0.00543,0.189,0.86,170.061,146824
6iU3wBJNNSHbtac32TATEh,0.55,0.622,0,-6.74,1,0.0399,0.0506,0.0,0.0861,0.284,111.591,198884
1CcCntDuVJpjqkJhYGhuMw,0.769,0.724,11,-5.12,1,0.0864,0.548,0.0,0.161,0.464,110.659,190528
02jCzgsSElP69X2i4Jv1ix,0.418,0.558,1,-7.001,1,0.0366,0.181,8.76e-06,0.148,0.207,109.032,244108
1kvVE9TNsjpOAcI71bkssh,0.609,0.693,6,-7.562,0,0.424,0.534,0.0,0.0744,0.419,116.788,254825
1hlijxz52HRXlhQ7c7A59E,0.707,0.638,11,-4.868,0,0.24,0.133,0.0,0.187,0.521,85.967,180945
2uWlft7WxOW7oquM03ors5,0.414,0.863,10,-5.249,0,0.321,0.455,0.0,0.214,0.475,79.093,171108
6yrC5uTjeOafvlmzVRa7xx,0.46,0.955,1,-3.492,0,0.252,0.000117,0.0,0.101,0.439,170.098,137494
4Kttm8D379qEWb16vfTEMK,0.651,0.627,1,-6.656,1,0.333,0.126,0.0,0.352,0.478,91.8,218018
7xwMjY6Yt4RIR9ycSmMtgj,0.482,0.649,1,-5.199,1,0.414,0.499,0.0,0.0649,0.419,166.098,160750
0T6VlW1YjEskHYnWacdTBP,0.574,0.772,9,-6.173,1,0.443,0.254,0.0,0.141,0.576,174.17,180125
0vk39P1raeGcbB3qFMs83j,0.71,0.635,8,-4.312,1,0.469,0.0823,0.0,0.0849,0.695,130.001,182850
0dHYeZWLcTyPnwPt0hdCwo,0.705,0.66,8,-4.244,1,0.464,0.0981,0.0,0.0865,0.721,132.234,183375
4JYqRENpIxlu4bWqNxZpTO,0.613,0.742,10,-5.095,0,0.226,0.0282,0.0,0.0645,0.472,117.645,159679
7FyaDyZv18MC8VOdAxZTkq,0.9,0.946,11,-5.752,0,0.208,0.00529,0.0211,0.093,0.66,145.011,124802
1imJWw4lI4amGoOoNjsimx,0.726,0.587,2,-11.063,0,0.359,0.53,0.0,0.104,0.739,136.11,151981
6KlmugRzxsfUt9BAawtgw1,0.903,0.578,6,-8.703,0,0.367,0.415,0.0,0.104,0.234,93.063,167759
5HXd2UFX9AjgVuiVFigsHn,0.698,0.667,2,-6.652,1,0.257,0.577,0.0,0.245,0.475,101.711,155299
5LQzMV9ZiHe4Z83rGsLZUX,0.618,0.755,1,-10.678,1,0.0574,0.366,0.0224,0.119,0.434,163.0,226748
2wIErQCL4OmZzQXMKO0SiP,0.497,0.914,1,-6.114,1,0.0332,0.00334,0.88,0.059,0.235,180.022,224000
398OKFUwrGq5vFujVomY1g,0.538,0.893,2,-6.771,1,0.0348,0.000102,0.876,0.123,0.039,175.007,224914
6YMTLV4CWCOrUTAeukFhad,0.552,0.801,8,-9.306,1,0.0421,0.0482,0.627,0.207,0.344,163.853,71131
4Inl6nwyCwYaWAr09lfCUO,0.801,0.405,6,-9.447,0,0.378,0.148,3.74e-06,0.0982,0.414,108.897,171743
2gwZRvS8Nq6i30w5tpxlnC,0.587,0.556,4,-10.963,0,0.359,0.413,0.0,0.2,0.333,125.006,307954
054mLFn8Dtx8bIO85NYWYZ,0.725,0.784,2,-6.008,1,0.306,0.186,0.0,0.355,0.736,143.773,161695
7Afw4NNhLzcaJ0okcBN6gA,0.68,0.66,6,-4.467,0,0.216,0.303,0.0,0.341,0.352,163.978,188819
57iiuZKwlmXH9F0sg8YUUM,0.784,0.778,1,-3.799,1,0.0985,0.444,0.0,0.163,0.319,93.98,220960
3PZFVZiGtkN8I16WZyrcsH,0.676,0.925,0,-10.128,1,0.0546,0.00178,0.72,0.0978,0.0398,134.972,336005
31iamhCwbbko7u9RJByzRH,0.571,0.72,0,-11.092,0,0.0309,0.0506,0.692,0.185,0.199,122.155,265787
2yhVpGfZ64ofZdiTCHA9qW,0.782,0.76,10,-12.81,0,0.0504,0.0162,0.884,0.127,0.737,122.415,237040
1TNEYUIB5oQpOaZyOudCXw,0.694,0.692,1,-10.385,1,0.0473,0.0158,0.604,0.26,0.243,122.623,258200
7m12pGA8jpRVQDH7pURUs2,0.654,0.488,9,-6.668,1,0.366,0.0214,1.1e-05,0.133,0.495,147.956,145498
2gy2y58w8ehu8FtejAetPC,0.698,0.432,6,-8.452,0,0.0621,0.291,0.0,0.277,0.635,88.069,135607
1U2mmPR0XAthoaTfmdD9Rt,0.655,0.622,10,-5.292,0,0.0802,0.0701,0.000326,0.0848,0.835,175.782,156910
3sLEGe1z10ZLc1b4y4xxcv,0.581,0.731,6,-8.127,0,0.305,0.0634,2.76e-06,0.33,0.678,80.237,239250
5K5GXyTEzjsB8RbMC1UZhb,0.771,0.569,0,-8.789,1,0.235,0.472,0.0,0.68,0.878,124.068,139406
06A5kmBLgRBqyGxfH1SZ4Y,0.556,0.281,1,-12.306,1,0.202,0.314,0.000162,0.107,0.13,104.13,275281
67FUOoPUAPICeFwGkA5XMy,0.729,0.736,1,-8.949,1,0.0343,0.0343,0.925,0.0877,0.218,118.014,309661
2eewv2gHZLGIY2NEzQ8THg,0.645,0.56,0,-9.121,1,0.0372,0.00137,0.75,0.0737,0.356,114.027,292632
1M4SJ1DH70tARH9yCvXSNQ,0.744,0.792,5,-6.905,0,0.0504,8.51e-05,0.932,0.085,0.161,108.02,312778
2SWbnWSe1onmbllRAU46uo,0.768,0.428,1,-8.156,0,0.0459,0.0489,0.000491,0.105,0.147,110.478,174307
4louS1zw5coBPLDyJLD5Sm,0.641,0.503,1,-9.007,1,0.0353,0.00538,0.000925,0.113,0.0414,94.975,303629
4Hv8QuMQfG7e6GWOWcXYKk,0.655,0.551,11,-5.071,0,0.0509,0.757,4.53e-06,0.102,0.659,90.992,237539
5aUibmqb5QqjmMlBz0Ky6U,0.428,0.335,6,-14.428,0,0.0354,0.851,0.357,0.224,0.0396,125.083,127393
4mFfbAKCb0TBZLO6qPqKS2,0.36,0.972,6,-3.574,0,0.125,0.000207,0.000123,0.344,0.278,174.963,203648
08KjLsP9VTCl6qz6nSQffh,0.401,0.944,6,-5.008,0,0.0632,0.000284,7.71e-05,0.0747,0.416,173.074,185013
7qzQfE2se3Ai5reZcxs920,0.308,0.544,8,-9.056,0,0.217,0.0127,2.66e-05,0.458,0.465,74.229,124368
0cZ9HBGWLZJS7UHCgWXOTZ,0.714,0.428,6,-7.829,0,0.283,0.694,2.52e-06,0.0958,0.721,138.912,221508
2JqkpMe2eJToJNHEqkJeCu,0.641,0.585,2,-6.836,1,0.0317,0.00276,0.000738,0.642,0.697,137.033,96350
6x5FESueiIVD1c7HjLJtVI,0.813,0.541,9,-9.616,1,0.328,0.043,0.0,0.0994,0.34,130.004,167628
39PPWoTmO91vj6L7iouosy,0.6,0.78,11,-9.954,0,0.446,0.423,0.0,0.282,0.713,116.164,148752
5VUxd5QNuSAzOEAawrz5k5,0.838,0.728,9,-8.321,1,0.327,0.284,0.0,0.137,0.691,143.981,199776
4qSeVRw2SPqZnHWsLXfHJE,0.657,0.6,2,-9.64,1,0.049,0.137,0.944,0.109,0.0315,117.976,215895
5i3Rv4Y9kWVBX00zaZbuSE,0.756,0.527,8,-11.861,1,0.0428,0.00201,0.509,0.112,0.248,119.996,416500
7lavgUt5Y3HxSKxt93vinb,0.737,0.585,10,-10.198,0,0.0435,0.00994,0.00532,0.0787,0.877,122.009,209001
6DR1tqPYJDFD3nRbxGPDMH,0.633,0.715,1,-7.47,1,0.0762,0.0141,0.0,0.121,0.545,154.95,191967
5h83TosA9CCakrcgCfB4ZC,0.772,0.457,7,-8.359,1,0.0365,0.00193,1.71e-06,0.0739,0.527,111.997,212450
4dxXJpcHjB2tkMs6EfowUl,0.323,0.605,2,-9.208,0,0.043,0.174,0.0,0.253,0.461,105.026,115429
1aLIFdfXRGwSfYNF8GIS0O,0.781,0.517,5,-9.157,0,0.209,0.482,0.0,0.154,0.729,132.959,177515
76X0sg9YMAfH6P38NMUp6O,0.799,0.552,0,-9.159,0,0.172,0.789,0.0,0.115,0.402,92.035,147391
4ofO3RstzApodaEEPILupI,0.588,0.535,9,-7.605,0,0.277,0.447,0.0,0.176,0.479,86.817,218523
4VsGKABwzD4SlPsVXhIgSE,0.859,0.623,8,-5.339,0,0.061,0.181,0.000259,0.165,0.807,101.978,220465
02EIZLujyjCgV9Ym2dxJZ5,0.707,0.695,1,-5.036,1,0.0908,0.119,0.0,0.153,0.342,126.575,174135
5f0NYDxrXr4jBff4evhYFw,0.896,0.657,10,-6.176,0,0.172,0.0328,0.000118,0.144,0.515,103.022,171208
5hmMvFrCTkj6ita0Bx6OHx,0.712,0.71,8,-5.945,1,0.413,0.0853,0.0,0.0395,0.622,128.092,169889
41bwce0BTvtZXhcsNypLL7,0.905,0.699,2,-7.12,1,0.222,0.0487,0.0,0.122,0.606,100.032,169155
3KVKxXqDAszAvmmVYR9rIv,0.847,0.775,2,-6.339,0,0.135,0.141,0.0,0.174,0.863,103.072,210336
5AEvJyaKqy28o10QFxEvHV,0.641,0.577,4,-9.388,0,0.116,0.766,0.1,0.13,0.441,83.909,132837
2p8hsG1etubVQwFxX8HTlj,0.896,0.538,10,-6.29,0,0.471,0.0122,0.0,0.0661,0.466,90.45,115359
5Rw65ORlcw7hv1jmcPbrvm,0.822,0.539,1,-9.885,0,0.0753,0.382,0.000194,0.111,0.34,120.011,136000
1rWvQepobnw5mmfiQViwze,0.711,0.752,6,-6.699,0,0.149,0.102,1.24e-05,0.135,0.29,103.033,144573
544pQUqlVmW9EsTTPVzK6v,0.727,0.73,11,-6.666,0,0.234,0.129,0.0,0.194,0.477,76.529,178893
7duHbw4BRrZ5sxnfontiZ9,0.83,0.677,11,-6.879,0,0.26,0.142,0.000201,0.098,0.322,125.05,155920
5hwZjlTmDj9Wdv7A5m8rUc,0.823,0.78,9,-6.732,0,0.239,0.0804,0.0,0.303,0.813,100.004,148637
5M8Yfnwj8JjBeaRBnqEOdI,0.9,0.719,10,-6.216,0,0.0519,0.00091,0.0,0.334,0.626,100.034,183107
54Ax336daDw4w1lRxoI7bR,0.66,0.607,4,-6.665,0,0.0735,0.113,0.0,0.117,0.0779,139.986,182561
7dJ8ZklVUvGHEGeEAPFDUG,0.726,0.95,7,-5.78,1,0.337,0.143,0.000785,0.353,0.701,75.008,135825
4tdv3spzS6ZhdlxV9xVx3O,0.696,0.465,6,-8.127,1,0.0335,0.676,0.822,0.114,0.548,140.983,199149
7I8V1OmSFY6SActFYxHwp3,0.621,0.38,1,-12.8,0,0.0556,0.664,0.675,0.106,0.0881,175.077,87771
5c4HtO1DrLsYx3rZ8sT3If,0.605,0.388,1,-10.678,0,0.113,0.696,0.194,0.341,0.34,132.115,101818
