Track ID,Track Name,Artists,Album Name,Release Date,Explicit,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Duration_ms
5jximgvZO7gGAFQndsSltj,Darkstar,"Harold Faltermeyer, Lady Gaga, Hans Zimmer, Lorne Balfe",Top Gun: Maverick (Music From The Motion Picture),2022-05-27,False,55,0.666,0.448,0.381,0.756,0.0781,-18.062,0.0346,145.031,0.14,181053
6uIODsxIHybW8ngRUAACb6,One Of The Boys,Katy Perry,One Of The Boys (15th Anniversary Edition),2023-06-20,False,44,0.00215,0.565,0.912,1.67e-06,0.0807,-2.34,0.0525,145.951,0.686,247653
1uQDjeqWqHd3LwkYZ2vKvP,I Kissed A Girl,Katy Perry,One Of The Boys (15th Anniversary Edition),2023-06-20,False,50,0.00238,0.68,0.787,0.0,0.0888,-3.195,0.104,129.998,0.686,179640
0WDYdvKkDrwnVuxtNJtLHE,Waking Up In Vegas,Katy Perry,One Of The Boys (15th Anniversary Edition),2023-06-20,False,45,0.00129,0.532,0.867,0.0,0.119,-3.146,0.0336,130.971,0.654,199187
1PkrJceNgWCtvse0OhDbdQ,El mundo bajo mis pies,Subze,Casi nada,2023-07-14,False,22,0.298,0.656,0.643,0.0,0.185,-7.377,0.453,85.018,0.282,213818
2IqiRRVaTzv6YDNnqFdVpu,Death row,Subze,Casi nada,2023-07-14,True,20,0.116,0.639,0.388,0.0,0.129,-9.241,0.0369,123.822,0.286,191614
18E50KJhUMXcsoRLBgy6BQ,Cryptolais,Subze,Casi nada,2023-07-14,False,19,0.0961,0.87,0.783,0.0,0.531,-6.221,0.255,115.975,0.752,188418
14Y6K8JKPglmbPp3QwrX5i,Me Enamora,"Lenny Tavárez, Zion & Lennox",KRACK DELUXE,2022-03-03,False,29,0.232,0.74,0.673,4.45e-06,0.12,-2.872,0.102,180.026,0.698,198592
1V0QAjYD9LkDTUlHAtPDFb,Imagínate (feat. Nicky Jam),"Lenny Tavárez, Nicky Jam",KRACK DELUXE,2022-03-03,True,27,0.386,0.741,0.784,0.0,0.25,-4.534,0.088,94.007,0.697,187840
5WqETTgZEuQF1PHKELc7HR,Kush,"Lenny Tavárez, Rauw Alejandro",KRACK DELUXE,2022-03-03,True,29,0.375,0.724,0.537,6.8e-06,0.0693,-6.94,0.292,73.976,0.45,214054
16nItJy3LUeqGSboABfWWY,Avisa,"Kramps, Kidd Voodoo, Santi Valencia",Avisa,2023-12-01,False,43,0.194,0.619,0.649,0.0,0.152,-6.334,0.0447,180.122,0.743,187159
7BFj9LKuwSTiBn5k73Sur3,Miracle,Jonas Brothers,The Album,2023-05-12,False,57,0.0389,0.644,0.838,0.0,0.144,-5.076,0.194,179.956,0.889,141148
2jpVAeVwDtvOwdyUYH3NxN,Montana Sky,Jonas Brothers,The Album,2023-05-12,False,62,0.0363,0.752,0.839,0.0,0.102,-5.026,0.0746,131.011,0.777,169062
7DVcgqaCDXtwZIjRTPb8bm,Wings,Jonas Brothers,The Album,2023-05-12,False,66,0.129,0.7,0.728,0.0,0.12,-5.419,0.0418,121.06,0.3,118994
0P6iIXYsjLeTGdZ9EtfgY9,Anti-Hero,"Beutos, All Beats",Anti-Hero,2022-12-30,False,50,0.117,0.666,0.595,0.0,0.346,-9.528,0.235,104.991,0.237,133000
25NFTtKpxxczJSBRiJM4zZ,Back Again (Interlude),K-Ci & JoJo,My Brother's Keeper,2013-09-30,False,5,0.972,0.351,0.222,2.48e-06,0.109,-12.049,0.0308,61.735,0.115,48960
64JAXQIODz2YzT8OhoWmVo,Knock it Off,K-Ci & JoJo,My Brother's Keeper,2013-09-30,False,5,0.132,0.779,0.613,0.0,0.344,-6.879,0.172,85.002,0.714,229573
4sBgw2lx43ouOGdcmmB4Jz,Middle of the Night,K-Ci & JoJo,My Brother's Keeper,2013-09-30,False,5,0.0132,0.669,0.423,0.0,0.0976,-8.889,0.0846,91.818,0.36,198747
0TdKvw86k95MpKXD6pamFN,BACK FOR MORE,Angrybaby,BACK FOR MORE,2023-11-10,False,47,0.0596,0.605,0.806,0.454,0.0934,-7.188,0.0372,132.068,0.269,175938
0eaVIYo2zeOaGJeqZ5TwYz,No Pole,Don Toliver,Love Sick (Deluxe),2023-02-28,True,71,0.0714,0.328,0.631,0.0,0.567,-5.169,0.0465,85.262,0.382,187613
6w9GrSUaQQIaMBYtabge7p,Embarrassed (feat. Travis Scott),"Don Toliver, Travis Scott",Love Sick (Deluxe),2023-02-28,True,74,0.382,0.861,0.496,2.57e-06,0.107,-5.537,0.0357,116.008,0.543,192693
1g4DPOlfsDTIzq9fTU2SFE,Geronimo,Don Toliver,Love Sick (Deluxe),2023-02-28,True,59,0.488,0.741,0.563,0.0,0.191,-6.721,0.049,125.026,0.448,123000
19CTf8Ej9FbtTmZKhrsUJV,Working,King Savagge,WorKING,2023-03-09,True,10,0.627,0.683,0.651,0.0,0.0954,-12.948,0.431,150.048,0.204,137600
7pBbeil4JpApPYxavgRpWJ,Tengo Polola Nueva,King Savagge,WorKING,2023-03-09,True,11,0.154,0.797,0.645,7.32e-05,0.0714,-10.56,0.184,100.025,0.693,148800
5TF6x1UsQnX3Tv3wd5Fw78,NOPALATELE,"King Savagge, Ak4:20, Paloma Mami",WorKING,2023-03-09,True,14,0.25,0.787,0.711,0.0,0.377,-11.102,0.1,94.985,0.813,257683
6aDKDILq51oYRJb0jTKMPZ,En libertad,Juancho Marqués,Paraíso 39,2023-05-18,False,35,0.599,0.656,0.588,0.0128,0.0836,-8.798,0.0449,130.014,0.466,232615
5apMYRrfxC7o2YgeQo30i5,tú que ves en mí,Juancho Marqués,Paraíso 39,2023-05-18,False,46,0.396,0.655,0.7,0.021,0.114,-8.493,0.155,175.976,0.429,165675
318v1RtYEdM3NWA0ZsZltc,Esferas,Juancho Marqués,Paraíso 39,2023-05-18,False,36,0.632,0.601,0.551,0.01,0.383,-9.179,0.104,163.873,0.473,207745
2F7Lgq3RcsmvZ8xD4C6lry,fall apart,"Rommii, Adam Pastel",fall apart,2023-09-29,False,33,0.000211,0.734,0.717,4.12e-05,0.147,-8.231,0.113,125.989,0.5,154286
5D9ne9N6AQz51aGZd21Z05,Grace,Borrtex,Pure,2023-12-01,False,31,0.99,0.285,0.117,0.847,0.136,-28.695,0.0353,134.242,0.363,154468
1Gnq6I5W9wVEKRWZXjTjC4,Fate,Borrtex,Pure,2023-12-01,False,13,0.991,0.534,0.0988,0.921,0.133,-25.496,0.0524,117.289,0.251,116071
5BsQ1oCPIGGMW6aheLj4de,Brise,Borrtex,Pure,2023-12-01,False,13,0.983,0.543,0.0801,0.884,0.123,-26.949,0.0359,124.225,0.193,153456
2xBuDFGbFc3NbUzCI8W4RW,EN 4,Darell,EVERYBODY GO TO THE DISCOTEK,2023-07-28,True,48,0.484,0.734,0.73,4.82e-05,0.116,-3.926,0.371,195.894,0.537,191813
24JgCDBVduwcrgtQUKpcLC,Party Encendido,"Darell, Jory Boy",EVERYBODY GO TO THE DISCOTEK,2023-07-28,True,44,0.511,0.736,0.709,1.09e-05,0.0861,-4.336,0.396,192.069,0.628,184733
6Sbv9Zabrkjt07ifGx4Qj0,Deshidrato,Darell,EVERYBODY GO TO THE DISCOTEK,2023-07-28,True,47,0.109,0.868,0.727,1.83e-05,0.121,-4.058,0.163,91.974,0.583,191973
3ardTKlR7VEELLh8iI3bpK,Horizon,"1991, Poppy Baskcomb",Horizon,2023-11-10,False,52,0.00693,0.526,0.972,0.0734,0.364,-2.023,0.054,115.998,0.155,180690
0tYufROBZ8VaZ6nSGV1zBX,Chuleria en pote - Remix,"Alan Gomez, Jona Mix",Classic Edition (Remix),2020-09-18,False,27,0.152,0.813,0.578,0.0433,0.0879,-7.687,0.103,102.012,0.66,164708
0jP9KkL3KHOamGLwkWT72d,A puro dolor - Remix,"Alan Gomez, Jona Mix",Classic Edition (Remix),2020-09-18,False,25,0.115,0.8,0.598,3.7e-05,0.133,-7.703,0.108,100.037,0.645,117600
1Lg4dT1Yk1a8bhsjnz1cBM,La Camisa Negra - Remix,"Alan Gomez, Jona Mix",Classic Edition (Remix),2020-09-18,False,24,0.0563,0.714,0.624,0.0,0.0946,-6.782,0.301,204.028,0.87,124706
2hJcvSDeAmgoftVEeAuk1Y,Midnight (feat. Liam Payne),"Alesso, Liam Payne",LP1,2019-12-06,False,41,0.0561,0.587,0.648,0.0,0.115,-6.927,0.0439,144.028,0.281,220141
426utyJ4B1l4vi5i5ULU5k,Stack It Up (feat. A Boogie Wit da Hoodie),"Liam Payne, A Boogie Wit da Hoodie",LP1,2019-12-06,True,51,0.153,0.743,0.812,0.0,0.0713,-3.069,0.132,100.05,0.606,165710
2uAX7DbFp5GWCkE1bpkUn4,Remember,Liam Payne,LP1,2019-12-06,False,50,0.297,0.675,0.606,0.0,0.23,-5.102,0.0285,103.968,0.317,189423
3SMkND1Jt7Rzjzh4O0vINL,First minute of 28 looking for metaphors about daily living,Mattia Vlad Morleo,Twelve Unanswered Questions for Piano,2023-11-17,False,20,0.976,0.312,0.312,0.847,0.373,-25.99,0.153,81.827,0.431,73427
0W6PMFsnFpr8HUHKm6kWhD,Naive,Mattia Vlad Morleo,Twelve Unanswered Questions for Piano,2023-11-17,False,19,0.995,0.349,0.0747,0.894,0.111,-27.989,0.0488,173.995,0.545,124125
26LaHWy0JxFZ7SExpGYJUK,Need,Mattia Vlad Morleo,Twelve Unanswered Questions for Piano,2023-11-17,False,32,0.995,0.34,0.0775,0.956,0.101,-23.549,0.0444,100.012,0.213,140438
410bqi03Q13Xn1HOe2yCy8,Ambient Eastern Flute Solo,Rafael Krux,Middle Eastern Flute,2023-10-19,False,27,0.995,0.129,0.125,0.947,0.105,-18.143,0.0409,172.082,0.105,180067
2FXnIhbKW4cFeEn76a4gAy,Calm Middle Eastern Flute Solo,Rafael Krux,Middle Eastern Flute,2023-10-19,False,16,0.996,0.291,0.0567,0.742,0.0935,-18.861,0.0475,115.784,0.276,104167
4T7SpLtkUD5IjhoncZEARs,Camel Ride in Egypt,Rafael Krux,Middle Eastern Flute,2023-10-19,False,10,0.334,0.709,0.238,0.000761,0.102,-14.329,0.0376,119.959,0.343,182900
1gAPIjqunPXRA4y1kYZi0q,Besos con Fernet,"Rusherking, Marama",Besos con Fernet,2023-11-07,False,75,0.179,0.742,0.692,0.0,0.188,-3.687,0.0469,100.03,0.897,148800
4a9kGbaW3klAdEHsx7Q3jQ,Brand New Day,Demi Lovato,Camp Rock 2: The Final Jam,2010-01-01,False,40,0.0154,0.362,0.882,0.0,0.085,-4.259,0.143,190.078,0.427,201147
7Hjr124CfhS8HYAHJitVO4,Fire,"Matthew ""Mdot"" Finley",Camp Rock 2: The Final Jam,2010-01-01,False,43,0.123,0.71,0.946,0.0,0.203,-4.431,0.078,120.089,0.681,182227
2E1V6nbjINpLpiMaWMSYZ4,Can't Back Down,"Demi Lovato, Alyson Stoner, Anna Maria Perez de Taglé, Char Ligera",Camp Rock 2: The Final Jam,2010-01-01,False,45,0.0847,0.636,0.839,0.0,0.1,-4.384,0.0961,120.035,0.658,199907
6RCwPJ2mYbapVc62qryGTC,"Chapetona - Francisco Allendes, Pablito Pesadilla Remix","Loyaltty, Francisco Allendes, Pablito Pesadilla",Chapetona (Francisco Allendes & Pablito Pesadilla Remix),2023-10-27,False,28,0.0783,0.817,0.988,0.671,0.275,-6.43,0.0637,127.994,0.445,197813
5wcghdKONQcc5TKx9jCcns,ROZE | DJ TAO Turreo Sessions #22,"DJ Tao, Roze Oficial",ROZE | DJ TAO Turreo Sessions #22,2023-11-23,False,61,0.0805,0.814,0.63,0.0,0.101,-3.69,0.0881,89.974,0.702,155292
0HeWjqONpLAHig0hf1dIgL,Aeropuerto,Camilo,De Adentro Pa Afuera (Deluxe Edition),2023-06-08,False,39,0.0328,0.69,0.58,0.0,0.328,-4.395,0.199,197.635,0.708,177627
73oSZUOhgENWgpXS6Cas0t,Ambulancia,"Camilo, Camila Cabello",De Adentro Pa Afuera (Deluxe Edition),2023-06-08,False,39,0.386,0.822,0.613,0.0,0.269,-5.574,0.0465,132.023,0.852,212813
6wrG4jaPMy5hAoRzLBbAWR,Bebiendo Sola,"Camilo, Myke Towers",De Adentro Pa Afuera (Deluxe Edition),2023-06-08,False,39,0.185,0.574,0.667,0.0,0.134,-5.69,0.296,78.416,0.687,179067
0HMVTE8b6OZJsDGVawPOOC,One - Main,Tyrese,Alter Ego,2006-12-11,True,34,0.0727,0.69,0.809,0.0,0.287,-4.042,0.0576,126.942,0.645,223373
5YdRGwK9ors1WhRsjjHufT,Lights On,Tyrese,Alter Ego,2006-12-11,True,30,0.0502,0.577,0.601,0.0,0.255,-8.312,0.142,152.097,0.564,248147
6rNzpKK3Br0GG6TMyKmu7B,Turn Ya Out (feat. Lil' Jon) - Main,"Tyrese, Lil Jon",Alter Ego,2006-12-11,False,33,0.0471,0.653,0.758,0.0,0.0774,-4.521,0.084,130.031,0.532,224120
0hL9gOw6XBWsygEUcVjxEc,HYAENA,Travis Scott,UTOPIA,2023-07-28,True,79,0.0305,0.608,0.754,0.0,0.119,-5.277,0.0719,97.071,0.455,222085
1PH2MDbcBAU094DlgTIND1,THANK GOD,Travis Scott,UTOPIA,2023-07-28,True,81,0.254,0.657,0.553,0.0,0.129,-7.08,0.0394,134.925,0.576,184889
3KCNiDi9Pza6ZD8FggNoaw,MODERN JAM (feat. Teezo Touchdown),"Travis Scott, Teezo Touchdown",UTOPIA,2023-07-28,True,77,0.000564,0.517,0.539,1.4e-05,0.537,-6.474,0.038,108.984,0.531,255413
05viSJk3lY45GOieqQqLgl,The Last Time,Chris Avantgarde,The Last Time,2023-12-01,False,24,0.0277,0.626,0.963,0.837,0.215,-2.26,0.0572,138.0,0.495,309565
0DrlRbxtPU5vW3L2hbrtNZ,Cirrosis,Ikki,The Mixtape,2023-09-04,False,1,0.274,0.434,0.327,0.937,0.0976,-13.398,0.0794,129.968,0.0397,192000
2Hy8mNqQSnAWxpF5KBHTCr,C.D.H,"Ikki, KASHZOMBIE",The Mixtape,2023-09-04,False,2,0.0624,0.718,0.679,0.57,0.098,-10.867,0.316,168.783,0.417,96000
1EP0fZ4N68TCSpbk0HrAa8,Coma,"Ikki, ASEK36",The Mixtape,2023-09-04,False,1,0.0054,0.653,0.71,0.725,0.0571,-8.581,0.0422,133.057,0.482,230977
0yCQL5ddb86N8GWI5qrEQY,Dreamcatcher - Mixed,Ann Clue,Faith Homesession (DJ Mix),2020-05-29,False,17,0.000268,0.783,0.592,0.884,0.108,-11.381,0.0464,127.017,0.345,370240
0FY44nKtoQEhb4XR23aDfN,Conscious - Mixed,Ann Clue,Faith Homesession (DJ Mix),2020-05-29,False,16,0.0295,0.788,0.691,0.793,0.113,-13.193,0.0586,126.977,0.159,404720
1pJzSnoM0n2iPX1BtXlMki,Young & Stupid - Mixed,"Boris Brejcha, Ann Clue",Faith Homesession (DJ Mix),2020-05-29,False,17,0.00272,0.833,0.608,0.771,0.106,-10.14,0.0496,127.011,0.149,392840
72hCP2qsad7CAlvkocreur,Movie,"Keffantony, Galee Galee",Movie,2023-08-21,False,41,0.103,0.836,0.645,0.00808,0.248,-10.859,0.0903,101.985,0.733,197736
5UkqH9t76GxI48YHA0thsy,Honeymoon Avenue,Ariana Grande,Yours Truly (Tenth Anniversary Edition),2023-08-25,False,62,0.208,0.688,0.611,0.0,0.337,-5.298,0.0423,125.015,0.478,339735
6qT31f20CXWq0zkz4BME32,Baby I,Ariana Grande,Yours Truly (Tenth Anniversary Edition),2023-08-25,False,58,0.0208,0.714,0.775,0.0,0.367,-3.743,0.0382,101.93,0.516,197603
5aKqhRdBmC5Qp2c3oek9ft,Right There (feat. Big Sean),"Ariana Grande, Big Sean",Yours Truly (Tenth Anniversary Edition),2023-08-25,False,57,0.138,0.652,0.836,0.0,0.112,-3.3,0.101,77.974,0.593,247082
1hGHHKR7KFF2Wl78LBgKBz,Calamity,ZAYN,Nobody Is Listening,2021-01-15,False,52,0.94,0.542,0.291,0.000197,0.105,-14.415,0.105,94.882,0.0428,187560
5CBnWXD8M7e8Q6WubFLtXy,Better,ZAYN,Nobody Is Listening,2021-01-15,False,60,0.354,0.696,0.409,0.0,0.132,-7.135,0.235,84.652,0.0962,174520
6f8cT6qJ1KqqVXjx0xRJBt,Outside,ZAYN,Nobody Is Listening,2021-01-15,True,55,0.0957,0.475,0.343,0.00024,0.149,-9.407,0.0397,113.016,0.0536,208920
1WumDA51R5dHvmRVhmoP6t,Sinner,Nu Aspect,Sinner,2023-06-30,False,72,0.0967,0.707,0.934,0.207,0.085,-5.911,0.0395,135.99,0.546,191166
2EEnT5rCeO7GsJDGSCFfSY,Sinner - Extended,Nu Aspect,Sinner,2023-06-30,False,36,0.00128,0.771,0.989,0.802,0.0504,-6.158,0.0573,135.986,0.872,283897
5fqnDLnhFM2hkZZrdXlk7M,Talking To A Stranger,"Thunder, Aube.",Talking To A Stranger,2022-08-11,False,29,0.277,0.724,0.672,1.48e-05,0.0739,-7.368,0.0741,117.926,0.125,134746
5zZebRXTe2T7LL9FrivPXX,Intro,Denis Stelmakh,Mayday,2023-10-06,False,12,0.994,0.222,0.171,0.8,0.0721,-20.251,0.0387,136.165,0.0363,306000
3YqpzWZkZkhElz82muo7n2,Mayday,Denis Stelmakh,Mayday,2023-10-06,False,14,0.993,0.156,0.453,0.858,0.0735,-15.492,0.0498,104.461,0.0808,475714
4rM0y8UmxdKv1Ham7pFVHM,Untitled Song,Denis Stelmakh,Mayday,2023-10-06,False,14,0.986,0.263,0.0293,0.919,0.151,-23.794,0.0356,69.606,0.0392,319357
6vbBeine7SvXpvLOcQUEWF,Royal Rumble (Se Van),"Daddy Yankee, Wise, Don Omar, Hector, Yomo, Wisin, Franco, Alexi, Zion, Arcángel",Los Benjamins - La Continuacion,2007-05-14,False,36,0.247,0.826,0.82,0.0,0.106,-4.99,0.242,93.994,0.764,376027
2LDky5d1Xn8Y0ExCqaGUDs,Lento,RBD,Los Benjamins - La Continuacion,2007-05-14,False,20,0.128,0.7,0.855,0.000804,0.176,-4.977,0.0431,81.985,0.822,196800
6A2u0AuWXFVsEyi7rgDFEf,Hello,Zion,Los Benjamins - La Continuacion,2007-05-14,False,23,0.244,0.756,0.86,0.000475,0.0839,-3.239,0.0437,93.984,0.793,206160
71mPUsIl4zcHwiJKYB24op,NO VUELVO A CAER,BM,NO VUELVO A CAER,2023-11-22,False,63,0.067,0.716,0.416,0.0,0.0962,-4.86,0.0667,90.043,0.183,148036
1lSayCmr2lS6ndxELoabIG,Lágrimas | CROSSOVER #4,"Big One, TINI, BM",Lágrimas | CROSSOVER #4,2023-10-10,False,73,0.0863,0.771,0.656,0.0,0.115,-4.078,0.065,93.069,0.609,167419
7tRvzdzYXZaxyTfy8CnT7v,Mentiras | CROSSOVER #3,"Big One, Ulises Bueno, Rusherking",Lágrimas | CROSSOVER #4,2023-10-10,False,33,0.0164,0.696,0.696,0.0,0.104,-5.679,0.0531,150.028,0.86,168000
0zNBTwX9LaDcqYMELP3sDj,Un Finde | CROSSOVER #2,"Big One, FMK, Ke Personajes",Lágrimas | CROSSOVER #4,2023-10-10,False,32,0.0613,0.528,0.659,0.0,0.219,-3.623,0.0604,192.055,0.8,162500
4isCOGxBND4Nv5gIH3JMJr,lento/rápido,Marta Sango,lento/rápido,2023-09-15,False,27,0.757,0.524,0.729,0.00831,0.121,-5.624,0.0489,125.063,0.296,162240
7zllNkjJSYfKr4eqNfSDRb,Te Pienso,Angel Y Khriz,New Season,2020-11-27,False,9,0.479,0.696,0.697,1.87e-06,0.0907,-6.453,0.164,177.916,0.553,182840
777lIDpqscIw4yFOs0Ascd,Canta,Angel Y Khriz,New Season,2020-11-27,False,9,0.00913,0.723,0.855,0.0,0.128,-4.964,0.045,100.009,0.56,219707
1M3U4MSVKq5NRWr2SU8kTj,Tócate Tú Misma,Angel Y Khriz,New Season,2020-11-27,False,9,0.0701,0.779,0.654,1.2e-05,0.121,-5.476,0.0916,80.084,0.815,183707
6p5e9Itrj5xLhywPWV5O5w,SUCKS TO BE YOU,Anne-Marie,SUPER UNHEALTHY (VOICENOTE EDITION),2023-07-31,True,31,0.992,0.564,0.317,0.0137,0.375,-7.211,0.041,174.258,0.851,43613
1fOrQuR3jJW2dqMPbDUdL3,SAD B!TCH,Anne-Marie,SUPER UNHEALTHY (VOICENOTE EDITION),2023-07-31,True,32,0.296,0.544,0.692,0.0,0.131,-3.207,0.155,193.954,0.618,132794
7nDWp3W9qEXDVhlg2FVOFV,PSYCHO,"Anne-Marie, Aitch",SUPER UNHEALTHY (VOICENOTE EDITION),2023-07-31,True,33,0.014,0.506,0.666,0.0,0.0271,-4.999,0.372,81.749,0.69,162667
4mXTeip21AJN3DhII4iMVg,Phillie y Botella (Remix),"Nickoog Clk, Pailita, Simon la Letra, Standly",GIRO 180,2023-09-07,True,48,0.194,0.778,0.651,0.0,0.103,-8.648,0.0449,114.988,0.761,288004
1Ph3gk6SRAHRzecyfAVJJx,ESE CULITO,"Nickoog Clk, Dainesitta",GIRO 180,2023-09-07,False,41,0.217,0.799,0.583,0.0,0.07,-10.267,0.0472,97.003,0.549,222693
7ylrNnMLZSHvG8tBOgqZ4o,En El Jacuzzi,Nickoog Clk,GIRO 180,2023-09-07,True,50,0.126,0.859,0.492,0.0,0.0982,-9.757,0.0933,96.973,0.895,164543
5AiGpfWDQCb0DdVfMkA9W9,Rumba,Natos y Waor,Luna llena,2022-09-13,False,59,0.0994,0.776,0.813,6.16e-05,0.097,-5.323,0.146,93.998,0.397,99000
2vitZ5fxaFmnYmzrzWooaV,Septiembre,Natos y Waor,Luna llena,2022-09-13,True,56,0.55,0.765,0.556,2.13e-05,0.105,-9.078,0.272,90.995,0.225,219167
6xRglH0lCDxiHEjbDRxT3v,Hasta que salga el sol,"Natos y Waor, Recycled J",Luna llena,2022-09-13,False,50,0.00193,0.903,0.476,0.0343,0.285,-8.298,0.0532,119.974,0.825,247000
1iqVrZ20FO0PwsNqc5ch6X,Serenity In Silence,Jethro,Yogi Strings - Acoustic Guitar for Mindful Yoga Sessions,2023-11-10,False,0,0.888,0.773,0.123,0.738,0.11,-15.417,0.0532,115.983,0.35,195593
3HzI051t8tJxT1zoaoQL7e,Heavenly Piano Visions Of Tranquility,Jethro,Yogi Strings - Acoustic Guitar for Mindful Yoga Sessions,2023-11-10,False,0,0.879,0.57,0.186,0.92,0.0983,-15.787,0.0494,75.995,0.405,126357
643DkpUgpmOl5ExWam44ft,Gettin Older,Jethro,Yogi Strings - Acoustic Guitar for Mindful Yoga Sessions,2023-11-10,False,0,0.811,0.671,0.191,0.963,0.111,-15.103,0.0468,136.021,0.37,134191
75hZkSXmSecpkmSkgcbozB,Getting Better,Danilo Stankovic,Getting Better,2023-10-31,False,21,0.974,0.554,0.352,0.94,0.118,-12.414,0.0492,146.041,0.256,63271
13CVSGLSFl4UxpDVR6u3dq,Strangers By Nature,Adele,30,2021-11-19,False,65,0.798,0.387,0.253,0.000159,0.0848,-8.901,0.0336,68.004,0.134,182163
46IZ0fSY2mpAiktS3KOqds,Easy On Me,Adele,30,2021-11-19,False,83,0.578,0.604,0.366,0.0,0.133,-7.519,0.0282,141.981,0.13,224695
2DuPBbS5mIldXnh7Wum8Cy,My Little Love,Adele,30,2021-11-19,False,68,0.829,0.339,0.492,0.00377,0.147,-10.661,0.0559,151.865,0.102,389107
57VSdN8FQk5yaV83U7fBXU,Made In Qatar,Ozuna,Cosmo,2023-11-17,False,64,0.197,0.847,0.805,0.000656,0.105,-5.04,0.0734,140.054,0.384,150027
74ORZ2qrQK0pDL8rzoiuyr,Baccarat,Ozuna,Cosmo,2023-11-17,False,69,0.115,0.766,0.659,0.0,0.154,-4.203,0.26,177.998,0.781,197180
2XNtRxyRdSdhNLMJAeq8nS,El Plan,"Ozuna, Chencho Corleone, Sky Rompiendo",Cosmo,2023-11-17,False,68,0.0323,0.823,0.751,1.08e-05,0.102,-5.131,0.107,172.004,0.767,226725
0rlFlRLU4Ko1qLpKWrjzNo,INTRO,"Cecilio G., Jueen",SAN BALLANTINES,2023-02-14,True,20,0.00525,0.643,0.892,0.0,0.75,-4.176,0.0756,98.102,0.259,116308
3CcB9kguYY2FDsh1xrADre,HEY GYAL,"Cecilio G., NeroBeatz",SAN BALLANTINES,2023-02-14,True,22,0.119,0.714,0.62,0.0,0.111,-7.228,0.219,92.005,0.319,157827
6QeKRjr8Bn3jh7wH0PHhnA,C.R.E.A.M,"Cecilio G., NeroBeatz",SAN BALLANTINES,2023-02-14,True,28,0.119,0.714,0.62,0.0,0.111,-7.228,0.219,92.005,0.319,157827
4d1fa0AVA4guKRZyRauYIw,History,Fantasia,Sketchbook,2019-10-11,True,15,0.343,0.677,0.722,0.0,0.348,-5.12,0.24,112.908,0.653,212815
4C0To3ZeNhQwiqukMJim27,PTSD (feat. T-Pain),"Fantasia, T-Pain",Sketchbook,2019-10-11,True,24,0.107,0.697,0.599,0.0,0.126,-5.83,0.0737,113.086,0.544,238561
6NBghUX83oPtu1mkq3vtWU,Believer,Fantasia,Sketchbook,2019-10-11,False,23,0.392,0.471,0.718,0.0,0.203,-4.419,0.0729,144.61,0.541,240928
5HdI4hj7DvV1kf2mzdxAPX,The Strange One,Abel Korzeniowski,Emily: Original Motion Picture Soundtrack,2022-11-16,False,42,0.974,0.273,0.276,0.775,0.0959,-14.277,0.0436,171.078,0.382,60361
5AwyJVO4ZOOPR6t4rg6Wbi,Rondo I,Abel Korzeniowski,Emily: Original Motion Picture Soundtrack,2022-11-16,False,26,0.995,0.307,0.0571,0.928,0.0959,-30.71,0.0474,82.14,0.438,53897
61KrJzjKheK8vZBecHkbno,No Coward Soul Is Mine,Abel Korzeniowski,Emily: Original Motion Picture Soundtrack,2022-11-16,False,28,0.958,0.603,0.298,0.535,0.0977,-13.802,0.0272,92.049,0.29,95340
0FBdJP7yzvq88bG1keGgt4,High and I Like It,"it's murph, Evalyn",High and I Like It,2023-12-01,False,49,0.069,0.809,0.765,0.327,0.0828,-4.758,0.0484,128.005,0.613,223379
7K3YkUDC9RJAMMLNi0FRVe,Tú y Yo,Noelia Franco,Tú y Yo,2023-11-24,False,18,0.127,0.495,0.755,0.000591,0.39,-5.333,0.0562,173.861,0.447,177759
2g7Grfc7vOg9UyUbb62Foi,Smash - Explicit - 3:54,"Stubby N' Jacostta, Flii Stylz",Smash,2008-12-30,False,0,0.00996,0.661,0.576,0.0,0.129,-11.029,0.273,96.064,0.676,232000
6s1tjrSReaLpgabbdeLsjf,Smash - Radio,"Stubby N' Jacostta, Flii Stylz",Smash,2008-12-30,False,0,0.00914,0.436,0.58,0.0,0.102,-11.013,0.371,97.853,0.669,232000
2acStN7z11bv6nI9bpU63O,Smash - Instrumental,"Stubby N' Jacostta, Flii Stylz",Smash,2008-12-30,False,0,0.000339,0.758,0.437,0.308,0.48,-13.03,0.11,95.965,0.525,232000
4fLTtg48X0QtKrj0Jv8I3v,Hey Angel,One Direction,Made In The A.M. (Deluxe Edition),2015-11-13,False,61,0.0202,0.523,0.883,0.0,0.116,-2.956,0.0365,92.215,0.35,240000
2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,One Direction,Made In The A.M. (Deluxe Edition),2015-11-13,False,81,0.109,0.73,0.703,0.0,0.0657,-5.672,0.0369,138.113,0.595,192120
3NLnwwAQbbFKcEcV8hDItk,Perfect,One Direction,Made In The A.M. (Deluxe Edition),2015-11-13,False,81,0.0598,0.647,0.823,0.0,0.119,-5.231,0.0762,99.933,0.396,230333
4cwGjuklrJn4JLzXFpUC3P,Changes,"Jethro, Tia Lake",Changes,2021-10-15,False,45,0.785,0.586,0.361,0.0,0.154,-6.506,0.0339,141.567,0.506,102361
