Track Name,Track ID,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
BIEN CANIJO,2c1PXctrxMCsvYgMhbztVe,0.508,0.586,-4.532,0.0361,0.513,0.0,0.152,0.697,74.419,178378
Banza,6CNvt97xiC9gGBaGpJbG8s,0.598,0.751,-9.26,0.0375,0.0147,0.938,0.1,0.0789,112.013,196480
Magical,7N1a6iB6vvlYJSuOJ4DOI0,0.616,0.822,-7.109,0.0323,0.0189,0.173,0.0943,0.525,106.021,225280
Imagination,64vsNhqHIC8WTLb07DlUtD,0.618,0.818,-6.573,0.0358,0.00399,0.0282,0.12,0.38,120.998,240733
Yomo/Berto,4rijcw3xtbCvHpkuvF9zX9,0.647,0.626,-3.651,0.175,0.331,0.0,0.694,0.289,95.124,265774
Tu Te las Trae,0kD6WywlqwWkSGEuCYAfYK,0.821,0.818,-6.149,0.129,0.0897,0.000107,0.121,0.493,120.004,211161
Descara,6xFwUavY15uV85OHaCUAYR,0.841,0.835,-5.217,0.237,0.2,2.78e-05,0.558,0.64,89.957,289621
Perdona Si Te Olvido,14ITyrJE1TjklrvNSfn07Z,0.568,0.896,-4.045,0.0403,0.0989,3.28e-06,0.114,0.5,149.889,221238
Quimera,2o87SCFhb8KHZdG7kXuibU,0.725,0.729,-4.938,0.0466,0.0511,1.7e-06,0.701,0.735,100.055,161900
Hustle All Day,3uISH7P7bjSnCPTcSbkEGH,0.444,0.776,-7.682,0.273,0.000971,0.0,0.0675,0.296,159.907,239961
International (feat. J Genius),7oWRbdCr3G1rpEsAX5M7e8,0.739,0.665,-6.064,0.114,0.0965,0.0,0.35,0.503,85.008,232856
Gwopalate,5nA3PnxMPXONbk0WumWhwR,0.646,0.689,-7.577,0.113,0.0146,0.0,0.194,0.6,170.012,274129
My Forever,0elx3LYmmlX9wwiw8beHgB,0.55,0.497,-4.755,0.0267,0.38,0.0,0.071,0.243,79.92,211784
Wanna Love You Boy,7KHLMTSdvYLV0oKTM5W0Pj,0.624,0.6,-6.555,0.237,0.14,0.0,0.0719,0.632,135.842,172140
Run Run,7Aopu5o3lASPs9EBjRs02i,0.683,0.768,-5.948,0.172,0.26,0.0,0.287,0.715,155.988,160792
Anochecemos,2ka5Ij6Nasvr5krBY93TgM,0.792,0.572,-3.443,0.071,0.295,4.38e-06,0.141,0.407,87.053,204145
Turro,1dPeTvaCjewkzzHKszESGW,0.751,0.597,-4.817,0.105,0.234,0.0,0.0833,0.9,89.942,176040
Malianteo,2bvd7zLOfkyvfyXCx38O4G,0.817,0.591,-5.293,0.0998,0.253,1.94e-05,0.162,0.719,93.945,130248
Moonlight (feat. Gianni Taylor),5o5eQFh0PIWucNEMaTmxJ0,0.521,0.955,-6.076,0.0512,0.000369,0.00187,0.104,0.16,147.017,173061
Lavender (feat. Jolina Elísh),6DQUJXeQbpzVcB2sT0rrlA,0.688,0.903,-6.465,0.0546,0.00185,0.746,0.284,0.403,121.094,170579
Without u (feat. Holywatr),1vrAEaiRBzRinMbL1fWO0p,0.506,0.747,-5.221,0.0776,0.0264,0.00968,0.171,0.416,162.15,185162
Nintendo,0VMzEvN8kBunxwFapgt6Cd,0.731,0.843,-2.864,0.0755,0.452,0.0,0.276,0.675,115.064,190435
Intro,6erwVy1dBbm2Dst3W0eEkf,0.417,0.452,-15.387,0.54,0.541,0.0,0.446,0.369,95.014,85440
Foolish,4eW9z1DXskxv9kswwQpWyU,0.665,0.695,-5.763,0.0532,0.347,0.0,0.106,0.707,90.119,227387
Happy,16baNqaOXnvl2kyVY06UDH,0.727,0.515,-6.553,0.0289,0.241,3.74e-06,0.124,0.695,89.488,262227
go on,3YRlgWl6hClrYYiENfZAyW,0.951,0.613,-10.656,0.046,0.0162,0.0245,0.0449,0.913,110.006,135877
Magnum,5fDMDKHhVCpUmAvTPJrYNh,0.771,0.804,-4.175,0.11,0.194,3.58e-06,0.0781,0.625,93.824,182467
Miami,6SP5W33MHmIU6DODHd5zgM,0.648,0.709,-3.841,0.366,0.316,0.0,0.125,0.37,179.885,192007
Te Hace Falta,13CjciTGHD23U7h4XT13tj,0.739,0.766,-5.112,0.0941,0.202,0.000254,0.0836,0.625,179.975,184429
Hechizo,0bmgCGiZZLl16IFoYzKOOG,0.8,0.462,-7.576,0.0403,0.761,0.0,0.0855,0.45,125.9,77480
Voodoo,0LxFE5Hba7PAr75b69J4a1,0.718,0.791,-3.873,0.0736,0.46,0.0,0.647,0.632,138.958,232517
Ya No Eres Mia,4Sd48kf46hWS8uUhaKnDKV,0.743,0.751,-4.001,0.091,0.231,0.0,0.125,0.626,156.073,186258
When I Get There,7BbX3CWyz0ZDxgeSqkRY27,0.57,0.341,-8.245,0.0375,0.797,0.0,0.0959,0.547,82.332,199480
TRUSTFALL,6t9q5T8fDBt6Y7TyIfgkzc,0.639,0.854,-5.626,0.11,0.00188,6.67e-05,0.152,0.27,122.007,236253
Turbulence,6BW8GHRy9qx9RXwdYdWSSQ,0.53,0.607,-6.334,0.051,0.227,0.0,0.097,0.178,123.891,206453
Tiger Uppercut,3UvQIZX1WClrYiXmXjlulc,0.537,0.771,-5.513,0.173,0.258,6.65e-05,0.0976,0.495,122.85,191630
Yoshi,2Cb9pFMRGP2JTxateS2U9j,0.776,0.521,-7.886,0.0765,0.389,0.0,0.335,0.656,140.005,169341
Uwu,5wJcAWOpuwz4Ww26fKr63h,0.657,0.823,-4.437,0.0881,0.032,5.37e-06,0.11,0.816,169.868,186632
Taktik,2MkpDFRGY6KRWtFsaDRbiv,0.8,0.754,-10.622,0.0556,0.000211,0.915,0.239,0.0705,123.014,398707
Poltergeist,1yfqKP7UcohE0dKMC4nDqW,0.804,0.692,-8.599,0.0464,0.0032,0.938,0.109,0.0366,122.004,475080
Egoist,2al5TfKUxlhWrB5B8jTh8R,0.805,0.631,-10.254,0.0435,4.27e-05,0.902,0.102,0.451,124.999,433987
🪐,1a3G9SNslcKsPAOuIikaxd,0.326,0.322,-20.192,0.0337,0.887,0.841,0.116,0.0651,89.657,53185
Higher Power,65OR4ywy8Cgs3FDHK82Idl,0.507,0.832,-5.931,0.0425,0.00643,1.6e-05,0.229,0.485,177.894,206682
Humankind,23BO6YozrAXUta1buxFZ80,0.575,0.838,-6.498,0.0454,0.000172,0.000103,0.458,0.215,135.006,266705
I Can't Stand It,2eRHQeYMRyl0LJK7pjdztJ,0.611,0.945,-4.272,0.0558,0.000423,0.322,0.108,0.0789,137.998,220000
Sabato,6KOThOFU93VkQhCnoOjsrr,0.598,0.586,-10.706,0.495,0.721,0.0,0.101,0.362,90.334,120812
Tainted,1Nxz5Bcloa5DgDZhHmv2Iw,0.657,0.493,-9.569,0.169,0.475,0.0,0.0905,0.448,76.587,213282
Sabor a Nada,1VpcIRjY36DWPpI0RAGUnl,0.642,0.577,-11.024,0.238,0.719,3.42e-05,0.104,0.137,94.948,212405
Idea 10 (Leblanc Remix),3k9RV1AmwvLygsurClNz4c,0.636,0.79,-13.295,0.0541,0.245,0.927,0.112,0.046,119.99,154078
#RBDG,3yqfCfgJiPGXVXXJjDyhdB,0.732,0.791,-3.937,0.0377,0.00533,0.00075,0.0782,0.361,142.045,142817
Popular,0tng6XwCaDs9cgNvdgxvb8,0.543,0.715,-3.084,0.0312,0.00844,0.0,0.361,0.068,143.125,188179
Wizard 101,6tTunOXLrH9Mw2u0hXmBHq,0.877,0.629,-5.265,0.166,0.00281,0.0,0.0938,0.227,129.052,150242
back at it,1h0rVgfuKa6V9DkVSLAc4Q,0.742,0.543,-8.77,0.211,0.125,0.0,0.237,0.407,129.091,186173
back to the moon,3OGCNLxpBmTYRxPZg2yDE5,0.767,0.662,-4.856,0.0578,0.103,0.0,0.123,0.259,143.943,193333
idk nomore,7MLGkncjEGTfKHpNa5UgCQ,0.395,0.667,-5.237,0.215,0.262,0.0,0.0858,0.368,79.905,179480
Cause And Effect - Original Club Mix,6iGXGuSA549BdambshhtUz,0.842,0.939,-4.071,0.119,0.00148,0.469,0.111,0.596,125.015,447268
Unclear Mechanics - Original Club Mix,0vqsbENHzleFZAtldgYUVV,0.802,0.746,-5.394,0.0553,0.00268,0.794,0.0761,0.154,127.999,439077
Metrum - UMEK Remix,1te42PV5UOeSvqA2cGUsyT,0.815,0.965,-4.093,0.0759,0.0021,0.887,0.311,0.172,128.006,420845
Bezdomny Król,3GSLee9bhuCfa8siRrnN6W,0.438,0.792,-5.348,0.154,0.245,0.0,0.552,0.634,90.196,185378
Chłopiec z zapałkami,33JmPH2LgVbALkppVfDe0P,0.681,0.847,-7.689,0.0669,0.128,2.95e-06,0.0933,0.774,123.991,290759
Fala,6J4RxvXeRyC1mYYxqWWC0N,0.66,0.877,-5.043,0.0345,0.0833,0.029,0.235,0.384,122.01,228277
BRRR,029cuB69yYCgVHND32hjcT,0.702,0.876,-3.066,0.154,0.377,0.0105,0.121,0.593,94.014,216755
Borracha & Loca,3M2Uxu8sbTwgznw6anIxB9,0.488,0.764,-5.012,0.0528,0.19,5.73e-05,0.0502,0.964,104.992,227719
Vibra,0DU150UuvrIsqOzAoeB2Zv,0.691,0.777,-5.629,0.0501,0.0344,0.0,0.0592,0.639,128.001,153643
EL NIÑO,6inSd4dgpqoeXdPzP3B6ac,0.794,0.666,-5.821,0.085,0.362,0.0,0.299,0.669,139.951,130715
DALE BANDA,3uvI3MwIB42qk0QEGtQpgT,0.806,0.784,-3.402,0.0375,0.148,5.37e-06,0.0696,0.654,100.005,175591
TODO O NADA,59rjsHYxdxeUG6gd43Emzs,0.781,0.67,-2.588,0.0484,0.232,2.01e-06,0.104,0.85,177.957,208000
Hola,3C9Mw4cqe8XFXyY33LgK68,0.64,0.779,-13.128,0.501,0.672,0.0,0.186,0.145,90.69,109043
Tenemos,2TvzWzZwJACa4VH5sa75Hk,0.492,0.871,-6.198,0.452,0.133,0.0,0.107,0.208,77.546,419389
Desde la Ventana,3rBlDWCZHozHLmjd3NzV6R,0.559,0.837,-5.875,0.101,0.354,0.0,0.0922,0.416,86.391,228966
Intro (Sped Up),4NAmNbEakzOEt23e5jUAeF,0.679,0.852,-6.834,0.233,0.387,0.0,0.391,0.748,98.665,59394
No Es Normal (Sped Up),25q8zoSXrREePH9Jlc9Y5f,0.73,0.765,-4.358,0.064,0.0283,0.0044,0.0415,0.74,184.468,194489
Qué Me Contás (Sped Up),08UsmfJfOZTDKR3dkimLvi,0.818,0.817,-3.993,0.0558,0.39,0.000833,0.164,0.786,98.996,186524
Distorted Records,57q6BgYP4gN6hPQViCB3um,0.655,0.869,-4.342,0.212,0.141,2.32e-05,0.312,0.0818,135.809,140133
"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",3oHkMCVJyOcjg5FhfLc2Rq,0.428,0.754,-6.416,0.179,0.3,0.0,0.136,0.394,125.948,315773
Tony Tone,52eYVUkFTOVozbVFIaFrnV,0.512,0.783,-4.013,0.269,0.139,0.0,0.0831,0.33,69.88,208373
Se Te Nota,5stqqeKpadwGhyHrq7FzqN,0.707,0.815,-5.304,0.187,0.0492,1.12e-05,0.052,0.645,179.996,182773
Nueva Canción,0orw9AJmbqnKTgKLTyIjdH,0.553,0.466,-10.101,0.0725,0.194,0.0,0.106,0.804,175.844,197773
Aunque Te Siga Queriendo,3amWjSBjH0jR8M2U28JOpx,0.76,0.594,-7.437,0.175,0.122,0.0,0.132,0.905,89.978,178667
Feels Like (La La La),66xH0ZJHR3GzjXdTWfpuCP,0.682,0.72,-5.884,0.056,0.451,0.00617,0.418,0.358,128.13,168000
Boyfriend,5EBtY2shIV1vmY4bnvvV6T,0.811,0.512,-6.38,0.173,0.216,0.0266,0.077,0.336,92.025,161188
Lose You To Love Me,3RKywhObU25JLEypRY6HWx,0.488,0.343,-8.985,0.0436,0.556,0.0,0.21,0.0978,102.819,206459
Rare,33iba4j2ywXqTQNEpGbfra,0.838,0.545,-6.713,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590
BICHOTAG,5CQXesQM39J0CBnY0Npp6S,0.763,0.411,-8.339,0.211,0.0594,5.35e-05,0.0912,0.461,75.029,133978
OKI DOKI,601dhwn8qc31FrSlMu5wEf,0.835,0.753,-4.167,0.0521,0.204,0.000186,0.384,0.583,105.982,143790
MI EX TENÍA RAZÓN,7mLPSkAJraASgNk6ywyTkp,0.634,0.725,-4.88,0.0577,0.0754,0.0,0.208,0.845,159.898,154375
Te Reto,4vZk0QvW0fFs9P8T1XmYyD,0.831,0.65,-6.535,0.328,0.0098,0.0,0.148,0.523,169.973,231920
Mejor Que Mi Ex,3dBpoGnKOCnbnBiMUwiSdP,0.711,0.791,-5.345,0.267,0.147,0.0,0.163,0.659,179.798,223987
De PG13 A Triple X,6Hs5DyaOEe0CNXBpv1sV2g,0.861,0.752,-5.041,0.0646,0.25,0.0,0.108,0.671,90.994,223080
Hermosa Flor - Live,3dG6YbDEyxKnIt0K8xYQSI,0.455,0.259,-10.027,0.0415,0.928,0.0,0.151,0.32,69.595,120813
La Mejor Version de Mi - Live,7ClLrU9JXBRaROgReIjdUG,0.427,0.527,-6.324,0.0391,0.842,0.0,0.11,0.336,123.857,165504
Antes Que Salga el Sol - Live,2qqFUvuMJh16cK3RxU4vyN,0.554,0.801,-5.358,0.27,0.58,0.0,0.281,0.541,170.042,125601
I Need You,79ro82ekLpOmwedxl5RH3e,0.673,0.493,-11.124,0.0423,0.11,0.000157,0.14,0.383,148.015,201083
Criba,02mb4CRIbP0qa19p127Q8Q,0.848,0.843,-7.07,0.0791,0.664,0.0,0.104,0.714,99.981,176843
Primer Asalto,6C1xfMTagNfEHIUBxXxZv0,0.64,0.637,-10.899,0.156,0.891,0.0,0.0812,0.42,93.08,165144
Segundo Asalto,7wnLz8mTXWlr9SssxTV4wt,0.816,0.71,-8.593,0.238,0.501,0.0,0.0849,0.388,94.983,222315
Intro,2WLYtIXa0EvKy0zG0Fhg3a,0.568,0.686,-9.194,0.0654,0.0567,0.0745,0.0982,0.0399,180.174,56107
Ahí Voy Yo,7ISayA64w8x94iw1edWWlL,0.542,0.797,-5.905,0.31,0.0092,0.0,0.126,0.419,92.87,189240
Tu Amante,7aRhaervwqEVecVfEZn0YC,0.685,0.806,-6.088,0.0416,0.0421,2.64e-05,0.187,0.644,93.971,230013
Magia y Pureza,503V2obQOOv5YpMrY1sfJv,0.862,0.949,-5.583,0.306,0.116,0.000182,0.156,0.15,100.015,120000
Mi Historia,4EsrhWHyBkEKYDIJmZU2is,0.749,0.798,-5.938,0.0403,0.116,0.193,0.153,0.273,112.009,224000
Perros Callejeros,14ankhPIHaeIIpC5LFC4Qr,0.818,0.935,-4.255,0.243,0.12,0.0,0.398,0.838,99.999,206000
Sunrise,1gFECqdUWhbz5g7nFwgEgU,0.785,0.619,-8.728,0.0357,0.43,0.0669,0.209,0.466,120.005,144000
Más X Menos,3FKF9UVaxPXrwiCQlUWVQH,0.851,0.83,-5.334,0.062,0.0604,0.0,0.104,0.569,104.084,202478
Espejismos,29aT7TW1jvp4JMELlkSFo4,0.574,0.789,-6.017,0.0519,0.136,0.0,0.143,0.272,98.866,219625
Ojalá,5eYap9UcXTzmCv55Ah6WFx,0.641,0.737,-10.116,0.291,0.575,0.0,0.103,0.516,101.058,235205
712PM,1YWE7cMqo4iVNdPTpH4Khj,0.711,0.686,-6.409,0.271,0.0355,0.0,0.124,0.536,146.971,173187
I'M DAT N****,7IDJ19VgYwZSzDH5Ku5FT9,0.911,0.573,-5.573,0.163,0.0112,5.83e-05,0.131,0.145,144.026,271840
KEEP IT BURNIN (feat. Kanye West),4Ew8VKrbgrjCt9r2AuItFm,0.652,0.578,-6.187,0.161,0.00861,0.0,0.285,0.195,87.395,207213
Hope - Spiritual Milk Edit,4i6NI3s7F13yGmPOglL1Id,0.591,0.641,-8.758,0.0768,0.464,0.104,0.178,0.0805,121.988,350174
Rennen,6qFiKfl2ivKmtJ2rOiOyqx,0.695,0.767,-6.672,0.21,0.121,0.00125,0.143,0.2,118.07,153333
Home,3q80kvOm7Q0WueY6gCwhbD,0.638,0.653,-8.983,0.0318,0.0217,0.283,0.121,0.193,117.985,236141
Your Light Shines On - Pan-Pot Remix,15LAsqLQAKwdOkmKZofeYI,0.697,0.729,-8.205,0.0735,0.00531,0.896,0.268,0.145,129.982,561270
Lost Control - Original Mix,6oMEpxAmNNZboXNMpLs2iG,0.808,0.998,-9.642,0.0437,2.63e-06,0.929,0.103,0.28,124.983,433980
Phobia,6CNnmK6depwTGX4NU9fWZX,0.746,0.852,-8.205,0.103,0.0035,0.959,0.107,0.163,124.988,418406
sunrise,4tCzguROzPhlPVq6HEbRcs,0.849,0.661,-6.167,0.0489,0.0323,0.374,0.0776,0.191,119.988,194000
Influencer,7qEPiZyQmliBHQI4PHYbIc,0.81,0.535,-7.739,0.259,0.731,0.00308,0.101,0.969,88.985,143507
Difícil De Reemplazar,1FmVaCRBb2eNOv6SBdFl6I,0.745,0.567,-8.6,0.136,0.594,0.477,0.0841,0.622,162.065,143413
Grita,5LULiTPIdltMOyqUYbvm0k,0.755,0.552,-7.077,0.229,0.329,0.0678,0.692,0.312,91.941,134933
Bad Boy,6PMapQ7YSxkhAgNOvvoiWs,0.577,0.513,-7.653,0.0541,0.0613,0.0,0.338,0.502,177.939,159101
Mi Fanatica,2rnMxUD0DpHIt8O5mBz5EG,0.748,0.555,-9.237,0.206,0.112,0.0,0.118,0.879,170.036,208243
Corte y Estilo,1vucQJG57OIHv7wwsyDAMT,0.612,0.754,-6.457,0.167,0.226,0.0,0.113,0.691,178.082,178344
Nóż,1l9uT7Hy7AvNPWvxWCEVvl,0.571,0.789,-5.414,0.0408,0.119,5.92e-05,0.966,0.218,110.085,330001
Wymyśliłem Ciebie,6TNUdJgSLy8lFSNo8Ji9Rg,0.328,0.922,-2.972,0.332,0.214,0.0,0.941,0.481,98.182,351063
Party,0OaIhe39UlWH4t9BLP1YwP,0.688,0.889,-5.003,0.0491,0.00207,0.0,0.833,0.616,124.951,307896
What I Then Became,1jJ6jqQ2zLQqqFXwrKGrLV,0.358,0.0595,-26.609,0.0384,0.983,0.954,0.111,0.152,102.873,322890
Perfecto,7sImy9aRz4MUW8roTENAcK,0.697,0.703,-6.583,0.0449,0.0276,0.0,0.188,0.592,100.099,189066
Te Dejaré,1IwJeOFiDUBYjhOivvbukW,0.511,0.805,-6.841,0.0578,0.0107,8.06e-06,0.0935,0.151,142.069,214654
Plumas,7f3wuzCI6ZZ6CWOacNYKOE,0.65,0.688,-6.821,0.133,0.00816,0.0,0.0434,0.535,110.209,195027
Running Away,1CNAp96nVFtzG0L48rDGnZ,0.513,0.737,-5.023,0.0393,0.0792,7.82e-05,0.108,0.115,138.032,248232
Wolves,3cNAzN6rY5X7EhlJP8gmWI,0.698,0.604,-6.839,0.0423,0.0268,0.0,0.091,0.57,131.969,200513
Medicine,2C4W2HgZRhiruFHmOGa7GB,0.496,0.732,-4.529,0.0388,0.236,0.0,0.0905,0.325,143.981,208982
SINCERAMENTE,7xqF5MczPpjW4NLXF2CL88,0.847,0.755,-3.991,0.175,0.137,6.68e-05,0.108,0.664,98.011,199592
DÉJALO EN VISTO,5PrNsTfGhAxHcdg3AgqBNt,0.828,0.684,-4.297,0.0446,0.0115,0.0,0.0848,0.597,94.983,189919
90'S BABY,7EBlRUook1gmmgoGIOKQ6N,0.756,0.838,-5.129,0.0512,0.00579,3.42e-05,0.0965,0.217,103.019,214369
Face of Lies,7mikFzgZIpagQ3JEghvOaz,0.597,0.592,-9.825,0.047,0.551,6.54e-06,0.0861,0.208,95.024,167684
Starstruck,03teNQu8rWlFnNzF1ULXIq,0.555,0.8,-4.835,0.0776,0.0353,0.0,0.0783,0.801,174.007,175027
Shades,1Owj3xBILXYdVfSXp23EL2,0.822,0.786,-7.87,0.117,0.000757,0.0,0.0797,0.58,114.95,183467
Hero,3q3pZHncNkvIWJebMeuQqQ,0.333,0.902,-4.65,0.123,0.0279,0.0,0.115,0.601,185.539,196893
Droning down the river,5gR6uGBdb3yrmG5AtLMSyL,0.0963,0.0899,-20.357,0.0431,0.32,0.24,0.115,0.0362,70.561,159833
Riverscape,5GwVkYN0uWaS9rwNezJAZg,0.261,0.193,-22.838,0.0294,0.967,0.69,0.0739,0.125,78.884,154042
Be in the moment,4qygcxxdeOtqN2lakyrYNj,0.281,0.036,-25.489,0.0367,0.981,0.95,0.0963,0.0604,169.952,189125
Rich Flex,1bDbXMyjaUIooNwFE9wn0N,0.561,0.52,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360
Major Distribution,46s57QULU02Voy0Kup6UEb,0.908,0.546,-10.491,0.323,0.0127,0.0,0.0707,0.225,131.016,170502
On BS,34tz0eDhGuFErIuW3q4mPX,0.841,0.358,-8.368,0.591,0.0201,0.0,0.39,0.329,158.014,261544
My Life - Live in Vegas,0kUUcwWKDeI12flxcyUa7Q,0.449,0.761,-6.281,0.0464,0.00793,0.000225,0.638,0.452,130.073,188471
Believer - Live in Vegas,2ZvCFzcNbL20WUGMWvDOM0,0.417,0.931,-4.999,0.266,0.0316,0.0,0.433,0.158,124.995,275207
"Las Vegas, Our Home - Live in Vegas",3U0cjsyIcKhZbBPsOPKZj7,0.407,0.418,-11.02,0.0363,0.623,0.0,0.124,0.0376,92.364,75983
Dilema,3bDRMfygdJbTDbsdmzc1PP,0.527,0.562,-6.623,0.0331,0.153,0.0,0.232,0.188,119.861,121053
Tokyo,1gYipuSzUpI6BENbGrgeid,0.654,0.696,-7.902,0.134,0.282,1.07e-05,0.0575,0.274,120.106,202160
Esta Dejá,3rP4fbwWIAxRqay8ozCvhu,0.763,0.617,-6.734,0.0708,0.00457,0.0,0.11,0.351,92.005,241973
Intro - Live,2poxRcuyW0m2ssCo4Bel4Q,0.341,0.292,-14.607,0.0432,0.248,0.894,0.12,0.0302,117.559,95920
Soy Fuego - Live,5bkyO7aMA0bf4y8PMopN0k,0.672,0.846,-4.533,0.108,0.0593,5.33e-06,0.0977,0.103,118.084,164733
Perficción - Live,4C01NDBAoseQiVPGOpLjZx,0.514,0.777,-4.515,0.0382,0.107,0.0,0.929,0.289,151.002,171560
Magical,0V0jxLGonu3pJV6hOl8CSK,0.658,0.632,-8.492,0.0298,0.748,7.33e-05,0.169,0.464,135.924,194277
England,4OZoyD5m8Mrc0CMsAxBCU6,0.622,0.666,-10.786,0.0423,0.641,8.63e-05,0.513,0.52,126.934,226757
Amazing,6rVxvys4tcXsNuw2xoKsLl,0.809,0.664,-7.265,0.0373,0.429,1.55e-06,0.131,0.374,116.996,245814
Kreatur der Nacht (feat. Isolation Berlin) (Maceo Plex Remix),3OIHYSYAyn6E5Cq4L7r0pe,0.642,0.619,-8.929,0.0433,0.00414,0.673,0.112,0.268,127.011,265512
Night Travel (feat. Tom Smith) (Trance Wax Remix),4uEgRc6Oc9HpGUmX91uRk0,0.672,0.895,-10.61,0.0511,0.164,0.841,0.11,0.158,127.015,305135
Ocean (feat. Jamie Foxx) (DJ Koze Remix),6XtgqiF4kkNgLLDNqp6TZs,0.377,0.756,-7.476,0.0855,0.00481,0.185,0.0802,0.571,155.994,312974
Remember,6mzicuQ4PqOguqmixiQXV4,0.464,0.726,-8.509,0.0588,0.0233,0.719,0.0889,0.0381,127.036,415748
NADIE SABE,23d8v6tU6lR77pFKsApMtF,0.529,0.711,-5.016,0.0669,0.572,0.0,0.0799,0.582,170.305,379059
MONACO,4MjDJD8cW7iVeWInc2Bdyj,0.787,0.621,-5.009,0.068,0.15,0.000402,0.58,0.13,139.056,267194
FINA,3nNmRE0DxHC6ZaKkrpUumS,0.847,0.724,-5.41,0.298,0.0869,1.11e-06,0.118,0.396,94.601,216328
Familia,2rynuKMLPkCXG8GV088JAa,0.403,0.0561,-15.328,0.0485,0.985,0.924,0.318,0.0,139.428,17812
Celia,7a2P3pskFZVe4wbvjT6NdX,0.735,0.634,-6.382,0.0802,0.154,2.33e-05,0.388,0.784,91.991,153094
psychofreak (feat. WILLOW),705dwKmZCd7ImAUyyD6Mpm,0.629,0.64,-7.638,0.0752,0.342,1.17e-05,0.0928,0.448,179.989,201495
Vacation,4kDGztycBTSO3CgNrKCTjM,0.748,0.606,-6.985,0.057,0.0275,0.0,0.153,0.804,100.015,197137
My Love Is Like...Wo,7wO7RAA2V9S3VU4g7KjqRg,0.835,0.678,-6.447,0.124,0.227,6.44e-06,0.288,0.708,132.868,209533
Fallen,2jqeDbxun5cslMysJZrdfP,0.669,0.609,-8.217,0.0456,0.119,2.65e-05,0.53,0.428,94.439,214600
Why You Gotta Look So Good?,38BFLSUaRHkaMpmDjlVsh8,0.596,0.852,-6.066,0.389,0.193,1.75e-06,0.381,0.457,79.603,279960
Into You,07gICvHBXpoqwH9jSgl8vz,0.677,0.531,-7.683,0.0327,0.219,0.0,0.173,0.57,91.104,294093
Officially Missing You,6g7xA2g7QIMwp4CKXnGVUa,0.476,0.407,-9.239,0.0368,0.247,0.0,0.144,0.226,178.258,242467
So Into You,2hpr2jeMwFhFgQMAOjcTIV,0.656,0.479,-7.055,0.0348,0.0665,0.00272,0.168,0.708,184.374,261867
Sunset Love,6nl3jk5GAFxXm8fOdrI2H5,0.616,0.457,-10.554,0.0301,0.291,0.000364,0.183,0.369,102.036,137647
Don Juan,6toBEs42KExYtyPzlEf4eu,0.547,0.724,-4.299,0.201,0.0861,0.0,0.354,0.389,86.949,185640
COCO LOCO,0XjX9s0XWOKZc8PLuW02wJ,0.783,0.868,-2.961,0.0591,0.19,0.0,0.165,0.727,109.977,166735
Ave Maria,2WVKShjiGIS6dzHK2hUn2P,0.68,0.72,-5.136,0.0904,0.0103,1.89e-06,0.0748,0.472,123.969,197867
Gitano y Sincero,0ShZK7fs8W5O1NqgzB1kBQ,0.815,0.688,-4.758,0.0918,0.121,0.0,0.11,0.822,143.044,185504
Una Tuca,6SZIFQexuSN5hMg6LGa73g,0.657,0.582,-6.266,0.324,0.448,0.0,0.181,0.735,196.105,162307
Wantantan,4UpOKlOtCQExAfwpgJremZ,0.904,0.741,-5.705,0.0508,0.294,0.0,0.0484,0.827,130.061,182834
Let Your Hair Down - Main,2eNRCtF24uW88wbmhfyQLZ,0.861,0.721,-3.418,0.137,0.112,0.00831,0.326,0.797,97.976,166720
Star - Main,5uuv6qRaBQmThVAObOHeLt,0.766,0.851,-3.133,0.123,0.364,0.000262,0.375,0.906,99.056,240000
Trouble,4Im7xXEv6LuTPqB4RebBmZ,0.459,0.793,-6.4,0.382,0.169,0.0,0.176,0.437,132.34,209413
Corale,4KN6ERDjwD6wXmXSuwYgo3,0.0907,0.0724,-26.604,0.0497,0.883,0.983,0.206,0.0313,61.379,124807
Time Lapse,5VEiF3imA1XethoNG6Rnji,0.603,0.165,-24.327,0.0457,0.963,0.822,0.0888,0.146,125.035,332000
Life,0PmjkTV9XTC9OKKXMJViXC,0.36,0.363,-11.147,0.0329,0.947,0.922,0.0968,0.0405,94.805,262652
Intro (Bankietowy live),0l7AeyWUBIIz1h98BeVA9A,0.38,0.882,-12.112,0.151,0.42,0.65,0.209,0.15,120.025,53583
płomień (Bankietowy live),5XEueRkHVKD9l00Odz26gM,0.494,0.262,-11.387,0.0281,0.474,0.0,0.201,0.149,75.002,120048
Co ja robię tutaj? (Bankietowy live),2kXL8du5XyEzxVEg1X9AgT,0.538,0.521,-9.466,0.0389,0.0913,0.0,0.528,0.334,106.83,189373
Habana (feat. Sule B),7cr7fzFF00fNy9lnoIUyNf,0.683,0.665,-6.387,0.2,0.213,0.0,0.13,0.503,107.966,224587
Mi Cabeza Da Mil Vueltas,5BBWrKvKXQPpJ2l60gHBbS,0.696,0.514,-6.595,0.0553,0.086,0.0,0.192,0.504,99.978,145112
