id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
3JZJ7hD74iOAB07Socju0h,0.587,0.584,7,-4.499,0,0.0659,0.778,0.0,0.0958,0.699,95.144,146842
53UMRr4KOgZP5Ins0aGlhs,0.655,0.572,3,-7.666,0,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,131825
3lXEoPxZMDiMNeE4ea5nct,0.37,0.299,0,-10.836,1,0.0457,0.654,0.000762,0.113,0.0726,173.467,170809
0hh6usshPzFf6j0lGkhMs3,0.71,0.614,5,-17.7,1,0.961,0.987,0.949,0.242,0.342,60.896,16293
3RhyHYnYxuGnP8njFlNxHq,0.707,0.483,1,-7.365,1,0.059,0.106,3.54e-06,0.0356,0.386,87.999,152787
3FlLbxMOhAgiWCwfcsvwF8,0.623,0.658,8,-6.914,1,0.0715,0.0212,0.0,0.338,0.476,142.772,154987
3DmQvbSuwGoDJkDm369GEz,0.586,0.849,0,-4.923,1,0.0445,0.0621,0.0,0.0809,0.534,173.938,178200
7kCDN39QQuuY52Ex1Nbe5y,0.626,0.547,1,-11.642,1,0.953,0.342,0.0,0.353,0.758,74.625,39846
4YPb50baBdGc1qF8bCmZ13,0.788,0.8,4,-5.98,0,0.188,0.162,4.62e-05,0.101,0.655,105.168,230711
6RCwPJ2mYbapVc62qryGTC,0.817,0.988,8,-6.43,1,0.0637,0.0783,0.671,0.275,0.445,127.994,197813
63jCeAYGLcRL21xm0jKlgn,0.504,0.203,11,-11.97,1,0.0569,0.652,0.0,0.105,0.274,128.773,175550
1qMMKY5TUIhCE5EF5zajaP,0.383,0.347,7,-8.534,1,0.0314,0.554,0.0,0.121,0.171,128.918,187434
2Yc3MHpZ9R5UCIz78E20AQ,0.692,0.633,7,-3.085,0,0.0721,0.039,4.09e-05,0.118,0.319,98.088,90613
2FhmPPAersOD9YcQ9v8upy,0.719,0.669,10,-2.032,0,0.069,0.0942,2.41e-06,0.243,0.666,93.932,167240
6hb25BscksBk4bZiEH6hEl,0.505,0.688,2,-7.593,0,0.427,0.659,1.13e-06,0.876,0.292,102.206,209563
67wQM9XnmnL2j3spejpzE6,0.849,0.683,1,-5.427,1,0.127,0.203,6.08e-06,0.675,0.65,101.986,169412
6TKtO9kl5eujW026n4drO3,0.888,0.816,1,-6.238,1,0.164,0.0578,1.24e-06,0.023,0.571,121.004,146777
7aphaNjz17A97xNyD00LBn,0.648,0.768,0,-6.071,1,0.0541,0.246,0.0,0.0768,0.244,126.897,174197
10LLhqgaDRKeZDNluw63jf,0.732,0.741,0,-5.364,1,0.0612,0.0873,0.0,0.535,0.528,124.955,197595
6MkTFseEn2UhjYAowVs9d3,0.881,0.727,11,-4.679,1,0.101,0.0166,0.0,0.135,0.685,98.027,194375
3TPTC8joOVNXHHNFIWPGBC,0.514,0.366,5,-10.796,1,0.316,0.752,0.0194,0.238,0.708,77.16,60857
5qP24CrDI0rmY5zwRvUfzU,0.447,0.765,2,-5.457,0,0.0943,0.212,0.0,0.128,0.542,101.545,171429
6xKUJ0HwdyEIeiuwM3sfQ1,0.695,0.877,10,-3.517,0,0.0532,0.19,0.0,0.114,0.816,115.7,192783
1TkWte8sWopas2feUIqmye,0.716,0.731,0,-3.107,1,0.0468,0.24,0.0,0.282,0.439,111.083,177463
6qUAZnGE43hfxjLebVFRHO,0.707,0.52,7,-6.627,0,0.0551,0.321,0.000115,0.161,0.565,80.006,157500
5rzTA49jPhyJOpqnIGVuxX,0.654,0.661,8,-4.629,1,0.0602,0.0176,0.000771,0.0732,0.368,176.016,218182
2iLwlq72aijGUvczz0BByi,0.565,0.272,4,-4.747,1,0.032,0.802,0.0,0.111,0.331,135.812,229673
7c76xUCMTxAygxOVrIE71b,0.664,0.719,1,-2.848,0,0.0448,0.25,0.0,0.102,0.359,94.894,205995
0wPKDeY4fZXT6k9bzV0kx0,0.713,0.442,6,-5.909,1,0.0604,0.739,0.0,0.112,0.546,108.038,144934
3E9es0SK2EusrHA7IaO7Zu,0.753,0.662,8,-4.25,1,0.0702,0.205,3.66e-06,0.0851,0.466,94.958,128364
3VhrDA90e4SGUV2wT9Pr3S,0.743,0.838,2,-5.609,1,0.116,0.328,7.91e-06,0.244,0.521,90.66,236914
2uy5wXDZQcdd89PvDBSfyy,0.741,0.548,7,-4.938,0,0.153,0.304,0.0,0.0832,0.285,87.148,215172
1CNAp96nVFtzG0L48rDGnZ,0.513,0.737,0,-5.023,0,0.0393,0.0792,7.82e-05,0.108,0.115,138.032,248232
3cNAzN6rY5X7EhlJP8gmWI,0.698,0.604,1,-6.839,1,0.0423,0.0268,0.0,0.091,0.57,131.969,200513
6MK8jdHLIWvzURJZlmPq64,0.818,0.826,10,-5.02,0,0.0991,0.253,0.00305,0.236,0.183,93.996,220868
5OGpnHDf6GlmbVCMLfXNMX,0.802,0.699,1,-4.382,1,0.0642,0.104,0.00057,0.0853,0.565,91.005,216348
3F3PuqGinS2T1ePmjUTw9t,0.476,0.7,0,-5.569,0,0.276,0.429,0.0,0.157,0.625,85.114,233688
3p4N6mBFv42M8dI8SUoPre,0.831,0.721,11,-5.447,0,0.164,0.277,0.0,0.0403,0.443,124.007,175329
6B5HpxwBFyiBwBUkRT22wR,0.793,0.546,7,-6.738,0,0.0333,0.265,0.000359,0.0784,0.584,115.006,154435
23d8v6tU6lR77pFKsApMtF,0.529,0.711,11,-5.016,0,0.0669,0.572,0.0,0.0799,0.582,170.305,379059
4MjDJD8cW7iVeWInc2Bdyj,0.787,0.621,4,-5.009,0,0.068,0.15,0.000402,0.58,0.13,139.056,267194
37DLwjAM682PZr9a4dJ5VA,0.605,0.647,5,-7.037,1,0.0451,0.429,0.0,0.103,0.0834,91.928,221241
2OS5yRdzGqoYfzQ3o3W40V,0.73,0.483,4,-8.565,1,0.0879,0.237,7.99e-05,0.31,0.883,87.996,192621
6Dz9VvnOr1U8U8MFmioOgY,0.378,0.334,1,-10.993,1,0.304,0.776,0.0,0.115,0.496,181.296,144667
2Kf3UJ8g930JLTv66X4Lr6,0.421,0.381,5,-8.798,1,0.0533,0.57,0.0,0.102,0.159,127.648,162557
4jzz1dFGn1osftEfcKSAeV,0.233,0.876,11,-8.766,0,0.24,0.855,0.527,0.744,0.24,170.197,48520
7IatvjEcXEeeXnHC2gMZ2j,0.963,0.861,11,-5.628,0,0.229,0.00951,0.0,0.102,0.63,119.993,194515
3xQTo7wPYHZtFbHAoygz2c,0.717,0.0503,4,-15.204,1,0.606,0.00505,1.41e-06,0.097,0.166,109.916,52062
0TAUAUIEtq06TdQDVlUSxW,0.388,0.568,9,-6.549,0,0.224,0.0456,0.0,0.0918,0.394,78.342,243187
7mGF41REeR8j0lxRNd2gsj,0.792,0.818,6,-4.861,0,0.198,0.231,0.0011,0.403,0.445,107.022,181060
5kqqx1duUeC6GlJ4jFr5LF,0.695,0.392,11,-7.476,0,0.0663,0.939,0.00179,0.309,0.458,127.817,90856
02qrtIRuwbGgs2wCvdOFme,0.737,0.557,1,-5.231,0,0.394,0.215,0.0,0.173,0.459,91.646,147561
10MB5BRNILT229BsnB2oRU,0.746,0.778,1,-4.146,1,0.0454,0.00506,1.4e-05,0.109,0.411,91.972,243913
2ovkVowpkJuGPTpArt16h3,0.767,0.781,6,-4.006,0,0.113,0.074,7.15e-05,0.0984,0.638,104.005,218077
04ndZkbKGthTgYSv3xS7en,0.913,0.584,9,-5.263,1,0.223,0.521,5.36e-05,0.307,0.627,119.873,174370
0rnZOspoTCAXfvAudOdRng,0.677,0.627,5,-4.097,1,0.0957,0.207,6.82e-06,0.102,0.7,187.933,174894
13CVSGLSFl4UxpDVR6u3dq,0.387,0.253,5,-8.901,1,0.0336,0.798,0.000159,0.0848,0.134,68.004,182163
46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695
1wsyFaNnorpsGPum1FdZZm,0.541,0.518,7,-8.442,0,0.0857,0.305,2.41e-06,0.0987,0.193,146.924,217148
0CmQa0j3VQM5bcGYQW85l1,0.732,0.641,2,-7.627,1,0.253,0.271,5.57e-05,0.112,0.747,150.058,227200
1DPtfQYOFB9IAEk1o4qBmS,0.832,0.569,1,-3.455,0,0.0763,0.0169,3.45e-06,0.183,0.591,100.027,187240
5J5nTlv6UEq34jwUEKXoTV,0.719,0.808,0,-3.921,1,0.0596,0.0203,0.0,0.177,0.616,153.962,159747
2aYsBCPVZqRMGcS74D6jTS,0.398,0.628,9,-6.225,0,0.317,0.348,0.0,0.171,0.607,82.918,147850
12AIOPrTCHcHts5QRRm7hc,0.825,0.531,8,-9.517,1,0.395,0.231,0.00118,0.0993,0.428,148.034,117568
1LfczmVqfIKzd8nvXuciNx,0.592,0.837,8,-4.341,1,0.17,0.00633,0.0,0.12,0.287,121.897,234187
23YnNdMxMHJFkvkjLZvKU4,0.423,0.585,8,-5.409,1,0.0587,0.00371,0.0,0.104,0.239,183.819,204933
3t2XXB75de4ajK4LTkURgm,0.801,0.743,1,-5.056,0,0.258,0.0794,0.0,0.0872,0.495,96.029,130000
3XGMdPsVkOaUqLVzPHp0Ok,0.714,0.287,6,-19.694,1,0.922,0.448,0.0,0.126,0.813,90.389,40111
3cZqGX7YsK7tD5GHHBIpJm,0.785,0.777,11,-4.145,1,0.0491,0.109,0.0,0.332,0.964,125.025,164766
4GoFt15vBKmQXqB3IfFzy7,0.522,0.472,0,-8.011,0,0.0685,0.416,5.49e-06,0.114,0.256,106.97,216985
7kakp7vYlAUJAOTBYh42ic,0.616,0.733,2,-5.568,1,0.194,0.27,0.0132,0.0672,0.465,168.706,178984
6zymS7LGXZngFvHNAXLtbP,0.783,0.863,11,-3.594,0,0.0714,0.0707,0.0,0.0744,0.465,105.044,150857
4drTfZwGTDNrbg3dQ17d0w,0.783,0.404,10,-6.39,1,0.0722,0.447,1.84e-05,0.176,0.476,85.004,203135
6uHyUNwt9h4Q1Um222MDai,0.616,0.509,6,-7.663,0,0.141,0.406,0.000296,0.109,0.152,89.82,197394
7m12pGA8jpRVQDH7pURUs2,0.654,0.488,9,-6.668,1,0.366,0.0214,1.1e-05,0.133,0.495,147.956,145498
2gy2y58w8ehu8FtejAetPC,0.698,0.432,6,-8.452,0,0.0621,0.291,0.0,0.277,0.635,88.069,135607
5fDMDKHhVCpUmAvTPJrYNh,0.771,0.804,9,-4.175,1,0.11,0.194,3.58e-06,0.0781,0.625,93.824,182467
6SP5W33MHmIU6DODHd5zgM,0.648,0.709,7,-3.841,1,0.366,0.316,0.0,0.125,0.37,179.885,192007
0G9vVO54iCyJwWth6nrDFT,0.85,0.428,1,-8.576,0,0.46,0.678,0.0,0.135,0.588,117.93,151750
0xiifmwC1sJLFKBfpl0dWk,0.598,0.209,6,-21.498,0,0.384,0.969,0.00419,0.359,0.753,99.605,36231
78whTQUB0qWESEYhVJcm4f,0.652,0.728,5,-5.31,0,0.05,0.366,6.76e-05,0.186,0.347,139.976,183215
04YIYmjQ0GeIq7QMsmdor0,0.694,0.747,6,-4.568,1,0.0434,0.226,0.000812,0.17,0.38,98.117,142000
0IyG7WLQATXdS5o5Tk3ZXO,0.382,0.301,5,-6.972,1,0.0319,0.863,0.0,0.13,0.385,134.074,151000
4AanOfVKkQKYRe4nbcaVaG,0.833,0.817,11,-4.147,0,0.047,0.248,0.00097,0.0714,0.363,94.974,162013
5RgBJX31NEVDcGUSMGBWWO,0.653,0.868,8,-4.059,1,0.0938,0.0823,1.91e-05,0.272,0.653,180.224,206667
6NtEyIBt9KpNF1a1Om367P,0.872,0.926,0,-3.283,1,0.301,0.504,0.0,0.252,0.361,129.943,187695
3j85wOfRE12YUnUL4enGxI,0.796,0.717,0,-4.843,1,0.261,0.132,0.0,0.0511,0.594,99.956,194580
7oduqXpqtHzdjpU2NrAMXb,0.807,0.767,4,-4.764,0,0.313,0.191,1.48e-06,0.0823,0.69,180.092,209600
2echCKqz515YJli33xrrad,0.611,0.812,6,-4.317,0,0.215,0.111,0.0,0.107,0.595,150.052,231587
0DsIoA5io9H9ViOl2YNLcR,0.508,0.661,1,-3.166,0,0.128,0.0111,0.0,0.315,0.699,79.603,172500
6i71yrjuQ9f1zUSVfEChem,0.552,0.815,1,-2.61,1,0.0428,0.119,0.0,0.235,0.814,93.895,232340
029cuB69yYCgVHND32hjcT,0.702,0.876,10,-3.066,0,0.154,0.377,0.0105,0.121,0.593,94.014,216755
3M2Uxu8sbTwgznw6anIxB9,0.488,0.764,1,-5.012,1,0.0528,0.19,5.73e-05,0.0502,0.964,104.992,227719
3IcZbuv0ydGXMfdJeo6iqr,0.667,0.43,9,-8.824,0,0.397,0.127,0.000262,0.0853,0.377,126.027,153960
7byPT0av8htuoQuyxbtK4d,0.813,0.695,4,-6.146,0,0.178,0.329,0.00254,0.101,0.526,168.009,198493
6xi4KL7KDYjzz3wuvLBeOg,0.505,0.362,4,-10.586,0,0.103,0.732,0.0,0.622,0.498,133.95,104408
3o99q6o0C2HdEiXJbLL5Wb,0.711,0.473,0,-6.912,1,0.172,0.334,0.0,0.275,0.546,130.074,149891
1d7muwif6ujmhLLxeHLPYr,0.787,0.812,5,-5.33,0,0.0845,0.0832,5.38e-06,0.0954,0.761,95.008,175579
3yqfCfgJiPGXVXXJjDyhdB,0.732,0.791,1,-3.937,0,0.0377,0.00533,0.00075,0.0782,0.361,142.045,142817
0tng6XwCaDs9cgNvdgxvb8,0.543,0.715,8,-3.084,1,0.0312,0.00844,0.0,0.361,0.068,143.125,188179
6FH6fmlh9DbvssuEQyQEVd,0.349,0.545,11,-6.073,1,0.0352,0.105,0.0,0.153,0.209,104.477,214100
3TFoEJe5zNuHZStRboWPxg,0.53,0.592,5,-7.281,1,0.0534,0.381,0.0,0.294,0.544,125.721,158537
4YGHPxZbzLFpFQTSFruLzW,0.668,0.424,8,-9.477,1,0.0372,0.583,0.0,0.0771,0.249,123.002,175496
09Ax76xrXhUm13zCwkuxiv,0.788,0.536,11,-4.765,1,0.206,0.831,0.0,0.181,0.342,113.013,135704
3KEtYxU8b1gZMbsY9Jlpqd,0.687,0.839,0,-3.434,1,0.111,0.0424,0.0,0.656,0.537,162.994,355796
78jeznMwLkUFnc5sef5Ptd,0.822,0.823,4,-3.726,0,0.3,0.0951,2.77e-06,0.302,0.691,179.912,152190
3dG6YbDEyxKnIt0K8xYQSI,0.455,0.259,4,-10.027,1,0.0415,0.928,0.0,0.151,0.32,69.595,120813
7ClLrU9JXBRaROgReIjdUG,0.427,0.527,2,-6.324,1,0.0391,0.842,0.0,0.11,0.336,123.857,165504
4JyfG2WBcDjlc8TODyBIbx,0.59,0.628,7,-5.915,1,0.0316,0.166,3.11e-06,0.0919,0.268,143.979,232795
6eL3Q0m0VJkbCyKAmvYTEy,0.43,0.453,1,-5.682,1,0.0265,0.611,0.0,0.0729,0.171,78.12,186834
2NAjBeyMUrba97IXdLVMqp,0.79,0.578,2,-4.863,0,0.106,0.135,0.0021,0.143,0.782,90.008,152280
1K1JosFYBCtBUmdRLhFWqr,0.68,0.808,10,-3.854,0,0.224,0.0911,2.23e-06,0.205,0.868,176.131,175317
7fvyyfZpbl2jF30Wj5cBxN,0.599,0.317,9,-7.769,1,0.0257,0.801,0.0,0.133,0.347,98.552,171500
0LFxsB0fdwNIjfUtVpvAmq,0.854,0.704,10,-4.053,1,0.0611,0.16,0.0,0.138,0.534,100.008,161533
50SFVefoyzWnJy1oQWfRtr,0.678,0.752,11,-4.242,1,0.212,0.071,5.15e-06,0.0963,0.662,167.822,202333
7aZ30GAOJ2nYrpnsknNNbg,0.701,0.67,11,-6.453,0,0.105,0.0884,3.44e-05,0.161,0.569,93.889,137253
0NipDzamAtvro0HMcZD5DK,0.801,0.76,5,-5.948,1,0.107,0.252,9.17e-06,0.207,0.508,102.061,185467
1yaEZwbabqGa9BYXIRa0ua,0.494,0.705,10,-4.487,0,0.13,0.384,0.0,0.225,0.133,171.868,210000
7Crx42VpbY4h4qrz2q9DuH,0.659,0.701,9,-4.107,1,0.164,0.0882,0.0,0.0866,0.623,91.97,180520
69Api7PDVnQ1jQmSJlZiGC,0.611,0.145,2,-11.071,1,0.0293,0.862,0.0,0.15,0.304,105.08,214231
32sySaZNYdIotrpj9bO4ti,0.843,0.871,8,-2.842,1,0.0725,0.155,0.000213,0.168,0.865,128.017,148444
2RU5mIzYUtS0OonVXXacKb,0.909,0.666,5,-4.09,1,0.0502,0.091,0.00545,0.34,0.585,125.037,147822
3iHzKA9HlXf5wsGdsrsnSA,0.664,0.76,1,-3.769,0,0.0448,0.318,0.0,0.34,0.7,101.987,203667
3gdPwk2wyOXNRnTA1KXnEr,0.676,0.461,3,-3.59,1,0.0304,0.555,0.0,0.0951,0.466,107.95,210880
6wM9RyadBplhjWJXfRSKLs,0.749,0.596,9,-5.611,0,0.0433,0.107,0.0,0.08,0.826,139.958,161621
7M4yWyd6u9IP8n43c6Zz0l,0.75,0.733,8,-4.951,1,0.123,0.0191,0.0,0.0665,0.939,172.069,159832
19CTf8Ej9FbtTmZKhrsUJV,0.683,0.651,6,-12.948,1,0.431,0.627,0.0,0.0954,0.204,150.048,137600
7pBbeil4JpApPYxavgRpWJ,0.797,0.645,4,-10.56,0,0.184,0.154,7.32e-05,0.0714,0.693,100.025,148800
4jqe78JthIpsat99g0D3pk,0.513,0.366,2,-16.961,1,0.0935,0.842,0.0,0.605,0.645,120.538,25387
0QHST6B9xjYappSPkG6M6V,0.608,0.634,2,-5.65,1,0.212,0.722,0.0,0.12,0.701,104.51,140800
0Qm6Pg4CsoWjzlPLmVbT3U,0.608,0.415,6,-8.58,1,0.0299,0.42,0.0,0.146,0.279,139.902,200571
67Z15tJ3I6ZUOiDMBBX7Eb,0.675,0.356,9,-9.1,1,0.188,0.603,0.000206,0.362,0.339,139.856,188667
7vHZh0zhB2bLoXnnaROJth,0.755,0.532,11,-7.288,0,0.0497,0.156,0.0,0.297,0.363,124.916,203160
3UaozDmYZ1sDiSiF1u4azI,0.321,0.386,10,-15.333,0,0.197,0.289,0.109,0.34,0.402,144.456,72293
0PdwDpafg7Nz5TrL6U2anU,0.681,0.525,1,-8.349,1,0.0337,0.00206,0.0,0.228,0.183,88.013,156040
58ove9RPbXPbEjDdw1YNEk,0.641,0.657,0,-6.031,1,0.0334,0.0482,0.0,0.171,0.457,88.025,228818
7EQ6caOA5TbIHtGi6k2mfF,0.753,0.639,0,-7.435,1,0.0949,0.0757,0.0,0.382,0.787,110.03,181091
1B7qwIcI3gbPS5Mm4CBLjD,0.871,0.845,1,-2.931,1,0.086,0.163,2.94e-06,0.0558,0.681,122.903,155454
6lEQRzVcKHfEfceUAZy8jZ,0.632,0.709,9,-5.527,1,0.244,0.411,0.0,0.108,0.892,86.27,147947
3tHKpYuT1quEGIi2nU5kfR,0.509,0.36,2,-8.513,0,0.0286,0.528,0.0,0.0554,0.251,105.465,198920
0VqPLtmPr3UdQlQyCoGDgz,0.623,0.672,1,-6.353,0,0.0382,0.415,0.0,0.157,0.213,125.178,205166
1lqtNkgCophKZ4r5wjF91s,0.411,0.396,0,-6.433,1,0.0301,0.676,0.0,0.0935,0.315,171.781,184181
5g8RBUd0BenfKruHPKB0ZP,0.589,0.102,8,-18.015,1,0.147,0.894,0.0,0.24,0.544,117.166,45587
4BnSXSI8r4kGy6JGiTJuJY,0.579,0.783,8,-6.4,1,0.0453,0.00979,0.244,0.116,0.69,165.057,197267
7MBdtBJvyn90mXqTOqI8PA,0.507,0.182,7,-11.166,1,0.0353,0.944,0.00138,0.444,0.394,76.007,62423
7rV6w1rff0TA61omGxvcCB,0.442,0.631,1,-5.096,0,0.05,0.136,2.29e-05,0.133,0.129,139.774,172693
6nLBl3hzByuZnTC8hUZ46x,0.7,0.3,2,-9.813,1,0.0359,0.672,5.87e-06,0.0706,0.213,125.053,212307
6zrVIzzqi0fLFxSezbNwLS,0.358,0.353,11,-10.15,1,0.0431,0.821,0.00068,0.11,0.328,188.117,267720
1f9WKvj0QH39g4UCjKZVmG,0.917,0.509,2,-8.411,1,0.342,0.292,0.0135,0.109,0.576,93.997,66383
358XNarR5LjLKV5vwUkP0s,0.901,0.56,10,-5.018,0,0.0954,0.0688,5.16e-06,0.081,0.721,96.053,240000
18Tofb0N6XcqD4AIFilZUd,0.825,0.648,5,-8.866,0,0.148,0.19,0.000153,0.11,0.961,160.006,195071
2RyGOkzVCq8eNUbDmQ18s0,0.792,0.704,4,-7.414,0,0.119,0.0942,0.000331,0.0639,0.743,121.037,191119
18I7HIzT4GwEzp9jJ8KoFe,0.721,0.772,10,-4.506,0,0.19,0.598,0.000204,0.19,0.483,76.928,144956
0nDIGYHFxouOrjWkqhovhd,0.665,0.685,7,-5.098,0,0.257,0.557,0.00145,0.107,0.731,176.047,180403
3T9wo7kdEAOy1h5h7kh5dw,0.697,0.569,0,-4.883,1,0.0475,0.327,0.0,0.0923,0.846,177.992,216315
43NzwG0mZAAxLXWzSGOlyd,0.834,0.636,4,-7.364,0,0.059,0.156,0.0,0.0715,0.626,99.974,242412
3UunIIJTjCNhLkJ3HXzAAx,0.477,0.427,11,-7.447,1,0.039,0.779,4.77e-06,0.298,0.365,79.241,219124
44eetRXpHJvr6gziGWtx8J,0.385,0.469,4,-9.223,1,0.0375,0.853,0.000741,0.502,0.475,69.505,151017
6u5eHAZyrSVpyNfY9Dsg2M,0.693,0.713,1,-4.562,0,0.135,0.256,0.0,0.381,0.381,89.031,210813
0ENonhzxdhnqwITagQKx9i,0.716,0.627,0,-6.246,1,0.215,0.183,0.0,0.338,0.724,166.057,213587
52T4reGBKaHkDkTNt9YEGo,0.503,0.336,9,-6.977,1,0.0284,0.663,0.0,0.269,0.222,79.833,168750
